"ID","wgt","assign","treat","r52","work52","y52","h52","w52","r130","work130","y130","h130","w130","r208","work208","y208","h208","w208","TOTHRSW","EARNY4"
3484128,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,1,123.6,24,5.15,3.6153846154,53.040733893
3484131,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,9.9067663499,71.925811843
3488014,9.307692,1,0,1,0,0,0,NA,1,1,660.54545455,84,7.86363636369048,1,1,400,54,7.40740740740741,40.600961538,379.15323682
3489013,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3491027,12.49659,0,0,1,1,238,56,4.25,1,1,287.6,40,7.19,1,1,287.6,40,7.19,41.125,272.53870161
3491085,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
3492013,9.307692,1,1,1,1,150,30,5,1,0,0,0,NA,0,NA,NA,NA,NA,18.775732339,205.0145252
3497018,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,490,70,7,17.604036523,234.21977611
3497050,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,9.2692307692,0
3497115,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
3499029,12.49659,0,0,0,NA,NA,NA,NA,1,1,679,84,8.08333333333333,1,1,700.875,84,8.34375,NA,644.23095141
3500057,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,266.3641754,36,7.39900487222222,17.604036523,286.96085293
3500099,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3502068,6.467032,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3504082,6.467032,1,1,1,1,280,40,7,1,1,360,40,9,1,1,252,40,6.3,28.5625,225.45513092
3506103,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,294,42,7,17.076923077,261.54400744
3508020,9.307692,1,0,1,1,220,40,5.5,1,0,0,0,NA,1,1,536.4,40,13.41,25.701923077,560.85136164
3509016,9.307692,1,0,1,0,0,0,NA,1,1,216.3,42,5.15,0,NA,NA,NA,NA,NA,NA
3510018,6.467032,1,1,1,1,420,84,5,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3511017,12.49659,0,0,1,1,388.92,84,4.63,1,0,0,0,NA,1,1,220,40,5.5,15.879807692,132.84275878
3512029,9.307692,1,0,1,1,198,36,5.5,1,1,125,25,5,1,0,0,0,NA,25.747896379,41.99016362
3512032,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,240,40,6,3.6538461538,59.89112492
3513031,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3514014,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,4.8461538462,0
3515107,9.307692,1,0,1,1,200,40,5,1,0,0,0,NA,1,0,0,0,NA,9.4230769231,0
3516038,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,1,220,40,5.5,16.884615385,275.87740806
3517040,19.99454,0,0,1,0,0,0,NA,1,1,120,20,6,1,1,92,16,5.75,19,146.46229131
3518052,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,714,84,8.5,27.169011725,320.45937192
3518078,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,1,123.6,24,5.15,2.3076923077,22.302836341
3520024,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
3521023,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3522022,12.49659,0,0,1,1,228,48,4.75,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3523034,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3523047,9.307692,1,1,1,1,200,30,6.66666666666667,1,0,0,0,NA,1,1,133.2,40,3.33,16.663461538,19.22807638
3524017,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,5.2884615385,103.6489224
3525142,19.99454,0,0,1,1,90,40,2.25,1,1,405,45,9,1,1,651.6,40,16.29,31.802884615,544.03479901
3525155,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
3525278,9.307692,1,0,1,1,324,48,6.75,1,1,342,36,9.5,1,1,528,48,11,39.115384615,500.34921574
3525281,9.307692,1,1,1,1,48,8,6,1,1,336.5,40,8.4125,1,1,323.75,35,9.25,35.485576923,306.79556552
3525362,9.307692,1,1,1,1,252,42,6,1,1,392,56,7,1,1,320,40,8,37.5625,352.78882737
3525427,9.307692,1,1,1,0,0,0,NA,1,1,360,40,9,1,0,0,0,NA,15.128128881,0
3526028,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,3.4134615385,0
3530069,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,112,28,4,5.2884615385,119.37904725
3533011,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3535019,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,2.3798076923,0
3537020,12.49659,0,0,1,0,0,0,NA,1,1,66,12,5.5,1,0,0,0,NA,9.1730769231,24.151205219
3541029,12.49659,0,0,1,1,17,4,4.25,1,0,0,0,NA,1,0,0,0,NA,7.5480769231,170.03567992
3541045,9.307692,1,0,1,1,270,40,6.75,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3541074,9.307692,1,0,1,1,201.25,35,5.75,1,1,216.3,42,5.15,1,1,280,40,7,35.451923077,276.60726775
3545025,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3545070,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,2.8125,0
3545119,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3545135,19.99454,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,1.3461538462,0
3546024,12.49659,0,0,1,1,432,54,8,1,1,513,54,9.5,0,NA,NA,NA,NA,NA,NA
3546053,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,18.504807692,273.13912171
3546105,9.307692,1,1,1,1,320,56,5.71428571428571,1,1,288.4,56,5.15,1,1,270,45,6,12.538461538,58.463745749
3546121,19.99454,0,0,1,1,294,60,4.9,1,1,210,40,5.25,1,1,522.5,55,9.5,37.336538462,495.13724475
3546228,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,4.1346153846,33.837633248
3546299,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,1,245.25,45,5.45,3.5913461538,4.4253807546
3546341,12.49659,0,0,1,1,64.5,15,4.3,1,1,285.6,40,7.14,1,1,295,40,7.375,24.447115385,279.55117167
3546370,9.307692,1,0,1,1,25.5,6,4.25,1,1,336,56,6,0,NA,NA,NA,NA,15.128128881,171.69206525
3546545,9.307692,1,1,1,0,0,0,NA,1,1,208,32,6.5,1,1,450,45,10,22.447115385,426.43399069
3546590,19.99454,0,0,1,0,0,0,NA,1,1,270,83,3.25301204819277,1,1,218.75,35,6.25,39.033653846,257.14006089
3546600,12.49659,0,0,1,1,290,40,7.25,1,1,300,72,4.16666666666667,1,0,0,0,NA,9.6730769231,0
3547010,12.49659,0,0,1,1,204,48,4.25,1,1,455,70,6.5,0,NA,NA,NA,NA,31.128586406,340.2082649
3547023,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,5.3365384615,79.918533635
3547081,6.467032,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,6.8846153846,0
3548022,9.307692,1,1,1,0,0,0,NA,1,1,220,40,5.5,0,NA,NA,NA,NA,NA,NA
3549018,12.49659,0,0,1,1,285,60,4.75,1,1,258.3,42,6.15,1,1,260,40,6.5,33.379807692,246.38408351
3549173,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,3.6634615385,0
3549283,12.49659,0,0,1,1,202.8,40,5.07,1,1,210,40,5.25,1,1,299.6,40,7.49,26.980354241,297.02500832
3549429,9.307692,1,0,1,0,0,0,NA,1,1,400,50,8,1,1,600,54,11.1111111111111,53.038461538,512.53399142
3549458,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,9.7451923077,40.703117848
3550052,9.307692,1,1,1,0,0,0,NA,1,1,240,40,6,0,NA,NA,NA,NA,NA,NA
3552047,9.307692,1,1,1,0,0,0,NA,1,1,300,50,6,1,0,0,0,NA,11.923076923,181.13403914
3553033,9.307692,1,0,1,0,0,0,NA,1,1,164.8,32,5.15,1,1,195,30,6.5,19.682692308,253.01521738
3553062,9.307692,1,0,1,1,200,40,5,1,1,264.4,40,6.61,1,1,346,40,8.65,31.346153846,327.88035729
3554058,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,378,63,6,18.75,358.20455218
3556072,9.307692,1,1,1,0,0,0,NA,1,1,241.75737249,40,6.04393431225,1,1,320,40,8,30.389136288,354.48431997
3556124,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,348,48,7.25,24.751628659,339.08405529
3556166,9.307692,1,1,0,NA,NA,NA,NA,1,1,224,32,7,1,1,224,32,7,NA,212.26936425
3557071,12.49659,0,0,1,1,86.25,15,5.75,1,1,328,40,8.2,1,1,245,35,7,36.841346154,312.94808007
3557107,9.307692,1,1,1,1,200,40,5,1,1,281.25,45,6.25,0,NA,NA,NA,NA,NA,NA
3557165,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0.5769230769,0
3557194,9.307692,1,1,1,1,360,40,9,1,1,400,40,10,1,0,0,0,NA,28.307692308,296.93749842
3557301,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,600,40,15,45.951923077,476.51616257
3557314,9.307692,1,1,1,0,0,0,NA,1,1,400,40,10,1,0,0,0,NA,27.884615385,377.80744316
3558025,12.49659,0,0,1,1,357,84,4.25,1,1,408,60,6.8,0,NA,NA,NA,NA,NA,NA
3558067,9.307692,1,0,1,1,213.75,45,4.75,1,1,280,50,5.6,1,1,309,60,5.15,48.389423077,292.81800694
3558070,6.467032,1,0,1,1,250,40,6.25,1,0,0,0,NA,1,1,40,4,10,8.7355769231,37.905243617
3558096,6.467032,1,NA,1,1,180,36,5,1,1,220,40,5.5,1,1,232,40,5.8,21.600246989,185.55404256
3558106,12.49659,0,0,1,1,84,42,2,1,1,256.5,54,4.75,1,1,258.72,48,5.39,31.278846154,220.09191873
3561083,9.307692,1,0,1,0,0,0,NA,1,1,155,25,6.2,1,0,0,0,NA,7.5721153846,0
3561106,9.307692,1,0,1,1,60,15,4,1,0,0,0,NA,1,0,0,0,NA,4.1057692308,0
3561193,19.99454,0,0,1,1,86,40,2.15,1,1,250,40,6.25,1,1,291.6,40,7.29,38.283653846,286.39222814
3561203,9.307692,1,NA,1,1,302.5,55,5.5,1,0,0,0,NA,1,1,345,60,5.75,16.081730769,87.154287645
3561245,12.49659,0,0,1,1,200,40,5,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3562037,12.49659,0,0,1,1,337.5,45,7.5,1,1,495,45,11,1,1,624,48,13,40.730769231,591.32180042
3562095,9.307692,1,1,1,0,0,0,NA,1,1,144,24,6,1,0,0,0,NA,13.980769231,151.49392365
3562134,9.307692,1,1,1,0,0,0,NA,1,1,571.2,84,6.8,0,NA,NA,NA,NA,NA,NA
3563162,6.467032,1,0,1,1,200,16,12.5,1,0,0,0,NA,1,0,0,0,NA,11.480769231,0
3563175,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,6.6153846154,155.86354774
3563230,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3567029,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
3568031,9.307692,1,1,1,0,0,0,NA,1,1,200,40,5,1,0,0,0,NA,35.057692308,271.1821072
3570029,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,6.0769230769,0
3571044,9.307692,1,1,1,1,135,30,4.5,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3573013,9.307692,1,1,1,1,100,20,5,1,1,175,35,5,1,1,218.75,35,6.25,19.230769231,197.91741264
3574012,9.307692,1,1,1,1,220,40,5.5,1,1,201.25,35,5.75,1,1,350,40,8.75,29.971153846,267.63359508
3578047,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3578050,19.99454,0,0,1,1,172.5,30,5.75,1,1,320,40,8,1,1,227.5,35,6.5,25.137081237,209.56788051
3578076,9.307692,1,0,1,1,150,30,5,1,1,220,40,5.5,1,1,240,40,6,29.711538462,226.699607
3581021,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,158.4,24,6.6,6.1490384615,2.85822757
3584044,12.49659,0,0,1,0,0,0,NA,1,1,360,60,6,1,0,0,0,NA,15.134615385,141.73384842
3586013,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,206,40,5.15,12.307692308,195.21200463
3586042,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0.5769230769,0
3592010,19.99454,0,0,1,1,119,28,4.25,1,0,0,0,NA,1,1,185,40,4.625,19.764423077,157.70337481
3592036,9.307692,1,0,1,0,0,0,NA,1,1,360,40,9,0,NA,NA,NA,NA,NA,NA
3592065,12.49659,0,0,1,1,185,25,7.4,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3593022,9.307692,1,1,1,1,171,36,4.75,1,1,323.3256351,45,7.18501411333333,1,1,337.5,45,7.5,39.591346154,319.82549302
3593048,12.49659,0,0,1,1,427.2,60,7.12,1,0,0,0,NA,1,1,321.6,48,6.7,31.128586406,110.41792006
3594047,9.307692,1,1,0,NA,NA,NA,NA,1,1,450,72,6.25,0,NA,NA,NA,NA,NA,NA
3594131,12.49659,0,0,1,1,160,20,8,1,0,0,0,NA,1,0,0,0,NA,18.111148897,109.77820554
3594186,9.307692,1,1,1,0,0,0,NA,1,1,486.24,48,10.13,1,1,486.24,48,10.13,24.230769231,460.77614141
3595017,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3597015,9.307692,1,0,1,0,0,0,NA,1,1,281.25,45,6.25,1,0,0,0,NA,21.879807692,259.73523431
3597031,6.467032,1,0,1,0,0,0,NA,1,1,294,40,7.35,1,1,240,40,6,27.461538462,410.19332631
3598027,19.99454,0,0,1,1,220,40,5.5,1,1,354.9,57,6.22631578947368,1,1,104,16,6.5,37.971153846,153.881849
3598030,12.49659,0,0,1,1,150,40,3.75,1,1,237.5,50,4.75,0,NA,NA,NA,NA,NA,NA
3598056,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
3598072,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,7.4951923077,122.4677471
3598182,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,1,500,20,25,17.350961538,113.31147825
3598195,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3598221,12.49659,0,0,1,1,348.75,45,7.75,1,1,800,60,13.3333333333333,1,1,861,60,14.35,50.951923077,815.91036885
3599097,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,370,40,9.25,19.841346154,382.7793695
3600012,9.307692,1,0,1,0,0,0,NA,1,1,539.81681052,78,6.92072834,1,1,302,40,7.55,29.692307692,285.66771692
3603048,9.307692,1,0,1,1,280,40,7,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3605075,9.307692,1,1,1,1,440,80,5.5,1,0,0,0,NA,1,0,0,0,NA,31.394230769,39.794599509
3605088,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3606016,9.307692,1,0,1,0,0,0,NA,1,1,103,45,2.28888888888889,0,NA,NA,NA,NA,NA,NA
3607028,9.307692,1,0,1,1,170,40,4.25,1,1,420,70,6,1,1,315,45,7,31.903846154,298.50379348
3610028,12.49659,0,0,1,1,127.5,30,4.25,1,0,0,0,NA,1,0,0,0,NA,12.115384615,0
3610099,9.307692,1,0,1,1,113,20,5.65,1,1,180,30,6,0,NA,NA,NA,NA,NA,NA
3612013,9.307692,1,1,1,1,264,48,5.5,1,1,480,60,8,1,0,0,0,NA,40.25,419.97581918
3613083,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,350,50,7,26.019230769,331.67088165
3614011,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,17.278846154,162.7352119
3614040,12.49659,0,0,1,0,0,0,NA,1,1,189,36,5.25,1,1,506.5,74,6.8445945945946,12.134615385,245.2967884
3615023,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,5.9326923077,43.472169395
3617018,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,21.600246989,238.90485992
3617034,12.49659,0,0,1,0,0,0,NA,1,1,269,55,4.89090909090909,1,1,273,35,7.8,38.504807692,361.8948009
3619029,12.49659,0,0,1,1,230.94688222,84,2.74936764547619,1,1,346.42032333,60,5.7736720555,1,1,438.79907621,60,7.31331793683333,60.923076923,415.81964707
3619032,9.307692,1,1,1,1,37.5,3,12.5,1,1,300,12,25,1,1,720,81,8.88888888888889,18.775732339,583.49400012
3621101,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3623015,9.307692,1,0,1,1,225,45,5,1,1,435,60,7.25,1,1,258,40,6.45,42.163461538,273.97898778
3623086,9.307692,1,1,1,0,0,0,NA,1,1,180,30,6,1,0,0,0,NA,20.384615385,284.40121585
3623109,19.99454,0,0,1,1,280,40,7,1,1,245,35,7,0,NA,NA,NA,NA,NA,NA
3623154,9.307692,1,0,1,1,165,40,4.125,1,0,0,0,NA,1,1,405,54,7.5,42.615384615,383.79059162
3623219,12.49659,0,0,1,0,0,0,NA,1,1,236.25,45,5.25,0,NA,NA,NA,NA,NA,NA
3626096,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,460,66,6.96969696969697,36.442307692,435.91030159
3626122,9.307692,1,1,1,1,107.5,25,4.3,1,1,247.2,48,5.15,1,0,0,0,NA,35.350961538,178.00891193
3627118,9.307692,1,0,1,1,693,84,8.25,1,1,272.8,40,6.82,1,1,532,76,7,34.798076923,97.390656432
3628117,9.307692,1,1,1,1,105,20,5.25,1,1,165,30,5.5,0,NA,NA,NA,NA,NA,NA
3628162,9.307692,1,1,1,0,0,0,NA,1,1,180,35,5.14285714285714,1,1,450,40,11.25,18.831730769,364.49698012
3628243,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,805,70,11.5,21.945353411,739.21326905
3629022,9.307692,1,1,1,0,0,0,NA,1,1,207,36,5.75,1,1,324,54,6,33.903846154,307.0324733
3630040,12.49659,0,0,1,0,0,0,NA,1,1,234,36,6.5,1,0,0,0,NA,28.774038462,238.02014975
3631010,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3632022,9.307692,1,1,1,1,135,30,4.5,1,1,192.5,35,5.5,1,0,0,0,NA,18.775732339,270.84928695
3632035,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,210,40,5.25,11.961538462,237.68836863
3632048,6.467032,1,0,1,1,240,40,6,1,1,234.41108545,40,5.86027713625,1,1,250,40,6.25,28.461538462,184.76060496
3633034,9.307692,1,1,1,1,270,45,6,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3634062,9.307692,1,1,1,1,369.6,48,7.7,1,1,340,40,8.5,1,1,405,54,7.5,30.730769231,232.90283687
3634114,12.49659,0,0,1,1,168,28,6,1,0,0,0,NA,1,1,248,32,7.75,16.668269231,120.13419242
3634156,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3634266,9.307692,1,1,1,1,76.5,18,4.25,1,0,0,0,NA,1,0,0,0,NA,13.495192308,54.826102366
3634457,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,1.0769230769,23.565721456
3638039,9.307692,1,1,1,0,0,0,NA,1,1,183.75,35,5.25,1,0,0,0,NA,24.610576923,193.32011559
3638055,9.307692,1,1,1,1,161.5,50,3.23,1,1,700,56,12.5,1,0,0,0,NA,15.128128881,171.69206525
3638068,12.49659,0,0,1,0,0,0,NA,1,1,264,48,5.5,0,NA,NA,NA,NA,NA,NA
3647017,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,5.1442307692,0
3649057,12.49659,0,0,1,1,136,32,4.25,1,1,364.5,54,6.75,1,1,364.5,54,6.75,40.211538462,345.41153246
3649073,9.307692,1,1,1,1,273,42,6.5,1,1,320,40,8,1,1,324.4,40,8.11,18.359016957,307.41152573
3650020,19.99454,0,0,1,0,0,0,NA,1,1,230,40,5.75,1,1,200,40,5,32.307692308,189.52621808
3650075,12.49659,0,0,1,1,256.8,48,5.35,1,1,283.5,54,5.25,1,1,216,72,3,33.923076923,359.91789544
3651016,19.99454,0,0,1,1,285,60,4.75,1,1,250,40,6.25,1,1,293.5,54,5.43518518518519,27.822115385,135.62484879
3651029,9.307692,1,0,1,0,0,0,NA,1,1,164.8,32,5.15,1,0,0,0,NA,20.740384615,91.783989394
3652015,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3653056,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3653098,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,1,460,40,11.5,8.6538461538,360.16333977
3653166,9.307692,1,1,1,0,0,0,NA,1,1,230,50,4.6,1,1,311.77829099,84,3.71164632130952,43.288461538,295.45080186
3653205,9.307692,1,1,1,1,150,70,2.14285714285714,1,1,574.23920374,84,6.83618099690476,1,0,0,0,NA,44.379807692,31.561234093
3653302,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,350,50,7,18.048076923,212.33745719
3653344,19.99454,0,0,1,1,200,77,2.59740259740260,1,1,140,28,5,1,1,288.4,56,5.15,48.302884615,273.29680648
3653373,9.307692,1,1,1,1,300,60,5,1,0,0,0,NA,1,0,0,0,NA,20.509615385,212.33117552
3653386,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3653425,12.49659,0,0,1,1,160,32,5,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3653454,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,18.359016957,138.32053898
3653603,12.49659,0,0,1,1,500,50,10,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3653700,6.467032,1,1,1,1,200,40,5,1,0,0,0,NA,1,0,0,0,NA,13.519230769,130.05727988
3655067,12.49659,0,0,1,0,0,0,NA,1,1,453.25,49,9.25,1,0,0,0,NA,17.524038462,136.40309541
3655083,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,6.1538461538,0
3658051,9.307692,1,1,1,1,174,40,4.35,1,1,240,40,6,1,0,0,0,NA,27.115384615,274.37096338
3661022,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3661064,6.467032,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3661145,12.49659,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,1,0,0,0,NA,NA,0
3662021,9.307692,1,0,1,1,315,45,7,1,1,300,50,6,0,NA,NA,NA,NA,NA,NA
3663033,9.307692,1,0,0,NA,NA,NA,NA,1,1,608.1041445,84,7.23933505357143,1,1,158.87990762,29,5.47861750413793,30.298056546,68.558291835
3663046,9.307692,1,1,1,1,249.00746311,40,6.22518657775,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3663091,9.307692,1,1,1,1,270,45,6,1,0,0,0,NA,1,0,0,0,NA,8.2884615385,0
3663169,19.99454,0,0,1,0,0,0,NA,1,1,330,21,15.7142857142857,1,0,0,0,NA,20.639503624,0
3663172,9.307692,1,0,1,1,252,48,5.25,1,1,225,15,15,1,1,308,32,9.625,21.788461538,203.16775876
3663240,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,19.286988072,173.90479939
3664074,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,2.7692307692,53.242429688
3665031,12.49659,0,0,1,0,0,0,NA,1,1,432.6,84,5.15,1,1,315,60,5.25,31.870192308,220.23978698
3667084,12.49659,0,0,1,1,200,40,5,1,0,0,0,NA,1,1,152,3,50.6666666666667,24.751628659,270.80240501
3667123,9.307692,1,1,1,0,0,0,NA,1,1,270,45,6,0,NA,NA,NA,NA,21.825481789,NA
3667204,9.307692,1,1,1,1,260,40,6.5,1,1,315.78546589,40,7.89463664725,1,1,495,55,9,37.740384615,336.9062678
3670013,19.99454,0,0,1,1,202,40,5.05,1,1,254.4,48,5.3,1,1,598.24044944,84,7.12191011238095,29.043269231,115.93740614
3672011,12.49659,0,0,1,0,0,0,NA,1,1,125,54,2.31481481481481,1,1,800,72,11.1111111111111,20.769230769,407.82262108
3672040,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
3673036,6.467032,1,0,1,0,0,0,NA,1,1,137.5,25,5.5,1,0,0,0,NA,7.125,0
3676046,9.307692,1,1,1,1,474,76,6.23684210526316,1,1,336,48,7,1,1,333,36,9.25,37.75,318.95354641
3679014,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
3684038,12.49659,0,0,1,1,240,40,6,1,1,300,40,7.5,1,1,369.2,40,9.23,34.653846154,303.27639336
3685011,12.49659,0,0,1,0,0,0,NA,1,1,144,24,6,1,1,242.307692307692,50,4.84615384615385,18.111148897,229.03523363
3685095,9.307692,1,1,1,0,0,0,NA,1,1,131.25,25,5.25,1,1,337.5,45,7.5,15.5625,256.40756606
3686052,6.467032,1,1,1,1,240,40,6,1,1,770,84,9.16666666666667,1,1,720,72,10,21.600246989,238.90485992
3686065,6.467032,1,0,1,0,0,0,NA,1,1,131.64999794,24,5.48541658083333,1,1,327.2,40,8.18,22,309.98243786
3687080,9.307692,1,0,1,0,0,0,NA,1,1,168,32,5.25,1,1,308.25,45,6.85,23.923076923,228.03480421
3691047,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,3.8701923077,0
3693113,12.49659,0,0,1,1,150,30,5,1,0,0,0,NA,1,0,0,0,NA,11.836538462,0
3693139,9.307692,1,0,1,1,360,40,9,1,1,410.8,40,10.27,1,1,557.2,40,13.93,38.798076923,527.87962828
3694086,9.307692,1,1,1,1,304,16,19,1,1,103,20,5.15,0,NA,NA,NA,NA,NA,NA
3695108,12.49659,0,0,1,1,437.5,50,8.75,1,0,0,0,NA,1,0,0,0,NA,32.605769231,0
3695124,12.49659,0,0,1,1,350,70,5,1,1,258.75,45,5.75,1,1,392,56,7,18.111148897,285.30648967
3695153,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
