"ID","wgt","assign","treat","r52","work52","y52","h52","w52","r130","work130","y130","h130","w130","r208","work208","y208","h208","w208","TOTHRSW","EARNY4"
5651056,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,240,40,6,11.201923077,126.94119586
5653025,12.49659,0,0,1,1,269.5,49,5.5,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5656064,9.307692,1,1,1,1,240,40,6,1,1,320,40,8,0,NA,NA,NA,NA,NA,NA
5658020,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5661059,12.49659,0,0,1,0,0,0,NA,1,1,270,74,3.64864864864865,1,1,246.10142002,35.823912947,6.86975262540686,40.748913032,304.9920853
5663015,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,12.918269231,142.46328942
5666012,9.307692,1,1,1,0,0,0,NA,1,1,648,54,12,1,1,729,54,13.5,42.836538462,699.17630437
5667079,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
5667095,19.99454,0,0,1,1,300,40,7.5,1,1,360,40,9,1,1,480,40,12,47.663461538,517.58600053
5671036,9.307692,1,1,1,0,0,0,NA,1,1,250,40,6.25,1,1,238.5,50,4.77,22.788461538,225.34888882
5673047,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0.6730769231,12.76335703
5676015,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5677069,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0.5096153846,0
5681013,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,1.9230769231,0
5681026,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,134.6,20,6.73,7.7884615385,12.143858299
5683147,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
5683192,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
5683202,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
5683215,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,1.5384615385,0
5683286,6.467032,1,0,1,1,210,40,5.25,1,0,0,0,NA,1,0,0,0,NA,2.4038461538,0
5683299,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
5683383,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5683406,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0.4615384615,0
5684052,12.49659,0,0,1,0,0,0,NA,1,1,224,32,7,1,1,64,8,8,14.057692308,104.38226286
5686047,19.99454,0,0,1,1,170,40,4.25,1,1,274.514519491252,36,7.62540331920145,0,NA,NA,NA,NA,24.807692308,14.215345404
5686050,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,600,48,12.5,5.7692307692,238.18563083
5686076,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,15.807692308,76.405631057
5687020,12.49659,0,0,1,1,210,35,6,0,NA,NA,NA,NA,1,0,0,0,NA,24.751628659,NA
5687059,9.307692,1,1,1,0,0,0,NA,1,1,270,45,6,1,1,331.2,45,7.36,24.201923077,339.28409418
5687075,6.467032,1,1,1,1,300,40,7.5,1,1,300,40,7.5,1,1,250,50,5,25.093078843,236.21476816
5687114,12.49659,0,0,1,1,416,40,10.4,1,1,790.5,46,17.1847826086957,1,1,758.2,46,16.4826086956522,40.966346154,716.39214886
5689015,12.49659,0,0,1,0,0,0,NA,1,1,500,50,10,1,0,0,0,NA,28.125,137.22275693
5690017,9.307692,1,1,1,0,0,0,NA,1,1,342.5,55,6.22727272727273,1,1,310,40,7.75,36.778846154,344.49835603
5691074,12.49659,0,0,1,0,0,0,NA,1,1,378,72,5.25,1,1,220,40,5.5,30.519230769,179.0416382
5692044,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,12.725961538,160.50403156
5692170,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5692196,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
5695038,12.49659,0,0,1,0,0,0,NA,1,1,304.8,48,6.35,1,1,350,50,7,24.874051209,223.30099766
5701087,6.467032,1,0,1,1,250.95,35,7.17,1,1,280,31,9.03225806451613,1,1,395,49,8.06122448979592,37.610576923,363.34433522
5701090,12.49659,0,0,1,1,164.70624047,36.601386772,4.49999999989071,1,1,118.02,42,2.81,1,1,118.86,42,2.83,37.877283104,101.69131171
5701142,9.307692,1,1,1,0,0,0,NA,1,1,180.25,35,5.15,1,0,0,0,NA,12.259615385,16.489601291
5703137,3.233516,1,0,1,1,375,60,6.25,1,1,360,40,9,1,1,280,84,3.33333333333333,30.389136288,354.48431997
5704110,6.467032,1,1,1,1,153.6,48,3.2,1,1,285,70,4.07142857142857,1,1,246,40,6.15,54.125,244.30967443
5704136,12.49659,0,0,1,1,42,8,5.25,1,1,160,40,4,1,1,276,48,5.75,40.153846154,282.63124811
5704149,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,7.8076923077,0
5706037,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5706040,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5707052,12.49659,0,0,1,1,260,40,6.5,1,1,528,48,11,1,0,0,0,NA,21.528846154,0
5707081,6.467032,1,0,1,0,0,0,NA,1,1,220,40,5.5,1,0,0,0,NA,22.067307692,173.5645195
5708019,9.307692,1,0,1,1,186,40,4.65,1,0,0,0,NA,1,0,0,0,NA,14.014423077,0
5709018,12.49659,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,1,0,0,0,NA,22.653846154,78.065534228
5710036,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,33.841346154,171.70289691
5713017,12.49659,0,0,1,1,170,40,4.25,1,1,439.5,50,8.79,0,NA,NA,NA,NA,NA,NA
5713091,6.467032,1,1,1,0,0,0,NA,1,1,194.25,35,5.55,1,1,240,40,6,15.399038462,210.38624541
5713101,12.49659,0,0,1,1,185.5,35,5.3,1,1,214,40,5.35,0,NA,NA,NA,NA,20.639503624,NA
5716014,9.307692,1,0,1,1,196,28,7,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5716072,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5717026,12.49659,0,0,1,0,0,0,NA,1,1,363.2,32,11.35,0,NA,NA,NA,NA,NA,NA
5721041,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
5721070,12.49659,0,0,1,1,771,60,12.85,1,1,460,40,11.5,1,1,480,48,10,30.731101331,460.02832661
5721148,9.307692,1,0,1,1,280,40,7,1,1,103.926097,12,8.66050808333333,1,1,103.926097,12,8.66050808333333,25.747896379,340.47879779
5722011,19.99454,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,1.3461538462,0
5722040,6.467032,1,0,1,1,192,24,8,1,0,0,0,NA,1,1,216,24,9,17.846153846,85.746827099
5722066,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,753.00774975,84,8.96437797321429,32.105769231,711.48620411
5723078,9.307692,1,1,1,1,240,48,5,1,0,0,0,NA,1,0,0,0,NA,2.7980769231,0
5723133,9.307692,1,1,1,1,85,20,4.25,1,0,0,0,NA,1,1,260,40,6.5,7.9807692308,176.96173234
5724048,12.49659,0,0,1,1,406,76,5.34210526315789,1,1,175,35,5,1,1,240,48,5,37.480769231,235.54843387
5724064,9.307692,1,1,1,0,0,0,NA,1,1,168,32,5.25,1,1,168,24,7,11.115384615,158.7363242
5725115,19.99454,0,0,1,0,0,0,NA,1,1,103,20,5.15,1,1,320,40,8,17.719925977,154.98651518
5725144,9.307692,1,1,0,NA,NA,NA,NA,1,1,240,40,6,1,1,320,40,8,NA,232.54037454
5725186,9.307692,1,1,1,1,150,40,3.75,1,1,164.8,32,5.15,1,0,0,0,NA,24.038461538,155.70487072
5725212,12.49659,0,0,1,1,204,48,4.25,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5725267,9.307692,1,1,1,1,200,40,5,1,1,280,40,7,1,1,304,40,7.6,32.884615385,287.23715808
5726020,19.99454,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,206,40,5.15,6.6730769231,18.866531755
5727016,12.49659,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
5727032,6.467032,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5727074,6.467032,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
5728086,9.307692,1,0,0,NA,NA,NA,NA,1,1,218,40,5.45,1,0,0,0,NA,NA,0
5729140,9.307692,1,1,1,1,270,45,6,1,1,240,30,8,0,NA,NA,NA,NA,27.573116272,317.47413659
5729153,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,380,40,9.5,8.4615384615,299.0343619
5729179,19.99454,0,0,1,0,0,0,NA,1,1,178.5,30,5.95,1,1,196.5,30,6.55,21.586538462,185.66480777
5731031,9.307692,1,1,0,NA,NA,NA,NA,1,1,324.45,63,5.15,1,1,250,45,5.55555555555556,18.775732339,100.11014241
5732069,19.99454,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,11.75,109.74161281
5732098,8.570765,1,1,1,1,170,40,4.25,1,1,103,20,5.15,1,1,206,40,5.15,24.134615385,147.70117328
5734025,12.49659,0,0,1,1,178.5,42,4.25,1,1,411,60,6.85,1,1,360,45,8,37.149038462,238.96730835
5734119,9.307692,1,1,1,0,0,0,NA,1,1,320,40,8,0,NA,NA,NA,NA,NA,NA
5734148,19.99454,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,10.456730769,63.320068957
5734371,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,462,84,5.5,6.0576923077,125.04745619
5734397,9.307692,1,1,1,0,0,0,NA,1,1,240,40,6,0,NA,NA,NA,NA,NA,NA
5734481,12.49659,0,0,1,0,0,0,NA,1,1,171,36,4.75,1,0,0,0,NA,8.1778846154,0
5734533,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,14.293269231,194.79118161
5734546,9.307692,1,1,1,1,210,40,5.25,1,1,420,60,7,1,1,300,40,7.5,50.403846154,367.14289213
5735011,6.467032,1,0,1,1,659.75,84,7.85416666666667,1,1,588,70,8.4,1,1,739.91489362,84,8.80851063833333,73.365384615,665.76141137
5737051,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,360.5,70,5.15,12.451923077,243.3118294
5738018,9.307692,1,1,1,0,0,0,NA,1,1,452.5,50,9.05,1,1,337.5,45,7.5,23.426191261,231.10928672
5739020,6.467032,1,1,1,0,0,0,NA,1,1,150,25,6,1,1,310,40,7.75,15.9375,162.45321159
5740019,6.467032,1,1,1,1,180,20,9,1,1,441,63,7,1,1,329.9055557,52.012943648,6.34275879351592,41.267036698,332.04050532
5740022,9.307692,1,1,1,1,280,40,7,1,0,0,0,NA,1,0,0,0,NA,20.509615385,160.55335694
5741047,9.307692,1,1,1,1,199.5,42,4.75,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5741092,9.307692,1,0,1,0,0,0,NA,1,1,400,40,10,1,1,176,16,11,17.182692308,231.86937823
5741160,12.49659,0,0,1,1,367.5,70,5.25,1,1,320,40,8,1,1,230,40,5.75,37.894230769,228.47837093
5747025,19.99454,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,55,55,1,7.4519230769,9.9244012846
5747135,6.467032,1,0,1,0,0,0,NA,1,1,206,40,5.15,1,0,0,0,NA,5.7692307692,0
5747164,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,923.78752887,84,10.9974705817857,41.115384615,872.84902783
5749036,9.307692,1,1,1,0,0,0,NA,1,1,520,40,13,1,1,628,40,15.7,28.413461538,593.37149761
5750012,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
5752094,12.49659,0,0,1,1,392,56,7,1,1,390,60,6.5,1,1,227.5,35,6.5,33.831730769,214.95543902
5752146,9.307692,1,1,1,1,500,24,20.8333333333333,1,1,450,84,5.35714285714286,1,1,769.5,54,14.25,62.625,726.6951096
5755020,9.307692,1,1,1,1,423.81818182,84,5.04545454547619,1,0,0,0,NA,0,NA,NA,NA,NA,31.634615385,106.64395228
5761014,9.307692,1,0,1,1,90,48,1.875,1,1,390,40,9.75,1,1,461.2,40,11.53,38.75,383.06455816
5762026,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,320,40,8,6.5,86.411120163
5764011,19.99454,0,0,1,1,75,15,5,1,0,0,0,NA,1,1,484.65168539,84,5.76966292130952,36.370192308,354.39581581
5764053,6.467032,1,0,1,1,252,42,6,1,0,0,0,NA,1,1,340.4,40,8.51,23.798076923,296.63191286
5764082,9.307692,1,1,1,1,100,45,2.22222222222222,1,1,250,55,4.54545454545455,1,1,541.98805031,75,7.22650733746667,49.317307692,373.83363531
5765036,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5765052,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,840,84,10,27,756.69998122
5769029,12.49659,0,0,1,0,0,0,NA,1,1,360,45,8,1,0,0,0,NA,8.6538461538,0
5769045,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,25.747896379,307.32063617
5769142,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
5769171,6.467032,1,1,1,0,0,0,NA,1,1,378,42,9,1,1,480.76923077,40,12.01923076925,25.341346154,454.13801491
5769265,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,16.004807692,246.65082831
5770021,12.49659,0,0,1,1,170,40,4.25,1,1,100,20,5,1,0,0,0,NA,18.394230769,38.42237194
5771046,12.49659,0,0,1,1,263.4090968,45,5.85353548444444,1,1,384,64,6,1,1,240,32,7.5,20.639503624,254.15024843
5772126,6.467032,1,1,1,1,566.76136364,84,6.74715909095238,1,1,240,40,6,1,1,400,40,10,42.0625,377.8428284
5773028,9.307692,1,0,1,0,0,0,NA,1,1,486.36,84,5.79,1,1,250,40,6.25,38.5,292.23498545
5773086,6.467032,1,1,1,0,0,0,NA,1,1,165,30,5.5,1,1,360,40,9,13.594558507,12.9919435
5773099,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5774030,9.307692,1,1,1,1,46,8,5.75,0,NA,NA,NA,NA,1,0,0,0,NA,21.600246989,0
5777066,6.467032,1,0,1,1,200,40,5,1,0,0,0,NA,1,1,352.8,50,7.056,37.269230769,320.61092537
5777079,9.307692,1,1,1,0,0,0,NA,1,1,208.5,45,4.63333333333333,0,NA,NA,NA,NA,NA,NA
5777147,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,2.1153846154,41.45956896
5777176,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,5.1923076923,0
5778052,12.49659,0,0,1,0,0,0,NA,1,1,337.5,50,6.75,0,NA,NA,NA,NA,NA,NA
5778078,9.307692,1,1,1,1,240,40,6,1,1,226,40,5.65,1,1,265.2,40,6.63,29.951923077,250.50979523
5778104,12.49659,0,0,1,1,510,60,8.5,1,1,242.05302009,32,7.5641568778125,1,0,0,0,NA,33.876935889,137.04179444
5779022,9.307692,1,0,1,1,840,84,10,1,1,1533,84,18.25,1,1,1512,84,18,55.923076923,1718.602378
5779132,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5779174,9.307692,1,1,1,0,0,0,NA,1,1,576,48,12,1,0,0,0,NA,23.177884615,NA
5779187,12.49659,0,0,1,1,450,66,6.81818181818182,1,1,448,56,8,1,1,448,56,8,52.855769231,423.18396781
5779255,9.307692,1,1,1,0,0,0,NA,1,1,323.2,40,8.08,1,1,351.2,40,8.78,28.384615385,331.74600334
5779336,12.49659,0,0,1,0,0,0,NA,1,1,220,40,5.5,1,1,300,60,5,21.5,341.14081319
5779352,19.99454,0,0,1,0,0,0,NA,1,1,270,40,6.75,1,1,250,40,6.25,23.769230769,244.38513317
5779378,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,2.8846153846,0
5780105,12.49659,0,0,1,1,120,24,5,1,0,0,0,NA,1,0,0,0,NA,8.3365384615,7.3079682187
5780147,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5780150,19.99454,0,0,1,1,192.5,35,5.5,1,1,211.2,32,6.6,1,1,234,24,9.75,29.644230769,208.19400457
5781052,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,14.423076923,95.14111147
5781078,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,1.4423076923,0
5781117,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,12.245192308,46.106846328
5781133,6.467032,1,1,1,1,492.8,56,8.8,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5783018,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,287.5,50,5.75,8.5865384615,73.163170846
5784046,12.49659,0,0,1,1,350,48,7.29166666666667,1,1,400,40,10,1,0,0,0,NA,37.206730769,121.67084448
5784062,6.467032,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,5.1923076923,103.1582805
5784185,6.467032,1,1,1,1,290,40,7.25,1,1,320,40,8,0,NA,NA,NA,NA,NA,NA
5784237,12.49659,0,0,1,1,200,40,5,1,1,233.6,40,5.84,0,NA,NA,NA,NA,NA,NA
5784240,6.467032,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
5784295,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5785016,9.307692,1,0,1,1,930,60,15.5,1,1,398.31348217,38.540141921,10.3350289416803,0,NA,NA,NA,NA,27.169011725,NA
5788013,9.307692,1,0,1,1,168,30,5.6,1,1,334.4,40,8.36,1,1,400,40,10,33.413461538,365.15533436
5790014,12.49659,0,0,1,0,0,0,NA,1,1,330,60,5.5,0,NA,NA,NA,NA,18.111148897,229.03523363
5792025,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
5795048,12.49659,0,0,1,1,85,20,4.25,1,0,0,0,NA,1,0,0,0,NA,4.0813869524,54.855101758
5795080,9.307692,1,1,1,0,0,0,NA,1,1,189,27,7,1,0,0,0,NA,9.7932692308,0
5797020,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,336,56,6,3.7115384615,12.125813933
5797033,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5800043,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
5804010,12.49659,0,0,1,1,617.4,84,7.35,1,1,260,40,6.5,1,0,0,0,NA,36.365384615,502.78645991
5804036,9.307692,1,1,1,1,255,60,4.25,1,1,270,45,6,1,1,220,40,5.5,27.169011725,320.45937192
5805035,12.49659,0,0,1,1,102,24,4.25,0,NA,NA,NA,NA,1,0,0,0,NA,18.111148897,224.0706001
5805064,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
5805129,6.467032,1,0,1,1,125,20,6.25,1,0,0,0,NA,1,1,612,72,8.5,17.014423077,123.53957299
5807059,9.307692,1,1,1,1,320,40,8,1,1,762,40,19.05,1,1,950.4,48,19.8,38.538461538,897.75456028
5809057,9.307692,1,1,1,1,260,40,6.5,1,0,0,0,NA,1,0,0,0,NA,5.9615384615,0
5810017,6.467032,1,1,1,0,0,0,NA,1,1,281.25,45,6.25,1,1,348,48,7.25,28.548076923,364.78540123
5811139,9.307692,1,1,1,1,285.02097239,40,7.12552430975,1,1,232,40,5.8,1,1,375,50,7.5,20.264423077,265.03504363
5811197,12.49659,0,0,1,1,207,36,5.75,1,0,0,0,NA,1,0,0,0,NA,14.038461538,0
5811210,9.307692,1,1,1,0,0,0,NA,1,1,240,40,6,1,0,0,0,NA,21.153846154,4.3911282217
5811252,9.307692,1,1,1,1,381.75,71,5.37676056338028,1,1,378,42,9,1,0,0,0,NA,27.615384615,10.977820554
5812028,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
5813014,9.307692,1,1,1,0,0,0,NA,1,1,60,16,3.75,1,0,0,0,NA,2.4663461538,0
5814013,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5815012,12.49659,0,0,1,0,0,0,NA,1,1,360,48,7.5,1,0,0,0,NA,15.657781336,168.30496406
5816040,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5817023,12.49659,0,0,1,0,0,0,NA,1,1,420,40,10.5,1,1,420,40,10.5,19.134615385,396.73496982
5817078,6.467032,1,0,1,0,0,0,NA,1,1,185.4,36,5.15,1,1,272,32,8.5,18.201923077,283.36937837
5818035,9.307692,1,1,1,0,0,0,NA,1,1,176,32,5.5,1,0,0,0,NA,21.144230769,157.04276306
5819034,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,175,25,7,4.3028846154,72.628573037
5819047,9.307692,1,1,1,1,248.62274664,40,6.215568666,1,0,0,0,NA,1,0,0,0,NA,9.1923076923,0
5820049,9.307692,1,1,1,0,0,0,NA,1,1,346,40,8.65,1,1,360,40,9,22.192307692,382.54466202
5821103,12.49659,0,0,1,1,241.02813416,40,6.025703354,1,0,0,0,NA,1,0,0,0,NA,17.5,0
5821116,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,244.11331117,40,6.10283277925,4.3076923077,115.07221439
5821174,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,25.747896379,0
5822089,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5822144,6.467032,1,1,1,1,186.83602771,56,3.33635763767857,1,0,0,0,NA,1,1,24,24,1,44.956730769,135.40534488
5822173,9.307692,1,0,1,1,576,72,8,1,1,700,59,11.8644067796610,1,1,1263.3767777,84,15.0401997345238,27.573116272,1090.7845446
5822199,12.49659,0,0,1,0,0,0,NA,1,1,270,54,5,1,1,220,40,5.5,42.692307692,207.81355562
5823059,9.307692,1,0,1,1,600,63,9.52380952380952,1,1,320,40,8,1,1,320,40,8,27.169011725,302.27426272
5823062,12.49659,0,0,1,1,320,48,6.66666666666667,1,1,600,50,12,1,1,600,50,12,42.125,566.7642426
5824061,6.467032,1,1,1,0,0,0,NA,1,1,324,48,6.75,1,1,341.6,56,6.1,26.346153846,322.67777545
5826085,9.307692,1,1,1,0,0,0,NA,1,1,260,40,6.5,1,0,0,0,NA,20.951923077,331.42771058
5827097,9.307692,1,1,1,1,192.5,35,5.5,1,0,0,0,NA,1,1,195,30,6.5,18.793269231,184.19837885
5827107,9.307692,1,1,1,1,249.6,48,5.2,1,0,0,0,NA,1,1,420,42,10,25.841346154,140.74605458
5829053,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,286,40,7.15,5.9615384615,72.249641352
5832011,9.307692,1,1,1,1,668.76923077,84,7.96153846154762,1,1,480,56,8.57142857142857,1,1,440,44,10,57.009615385,516.73768958
5833010,9.307692,1,1,1,0,0,0,NA,1,1,176,16,11,1,0,0,0,NA,15.128128881,NA
5834077,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,30.072115385,290.79938577
5840045,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,24.874051209,0
5844041,9.307692,1,1,1,0,0,0,NA,1,1,409.5,63,6.5,1,0,0,0,NA,15.009615385,112.54337076
5844083,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5844148,12.49659,0,0,1,1,80,16,5,1,1,300,40,7.5,1,1,183.75,35,5.25,31.128586406,413.1791797
5844164,19.99454,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,23.004807692,418.17043759
5850019,6.467032,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,350,50,7,7.9326923077,77.331684513
5857012,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5857025,12.49659,0,0,1,0,0,0,NA,1,1,290.25,45,6.45,1,0,0,0,NA,6.7067307692,0
5858011,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,271.25,35,7.75,6.5625,191.70710179
5859010,9.307692,1,1,1,0,0,0,NA,1,1,420,60,7,1,0,0,0,NA,17.653846154,96.824377288
5860012,12.49659,0,0,1,1,175,60,2.91666666666667,1,1,66,12,5.5,1,1,200,40,5,25.865384615,188.9214142
5861024,9.307692,1,1,1,1,360,40,9,1,1,576,64,9,1,1,272.7,30,9.09,18.359016957,215.24085742
5861066,9.307692,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
5861121,9.307692,1,0,1,1,183.75,35,5.25,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5861202,12.49659,0,0,1,1,200,40,5,1,0,0,0,NA,0,NA,NA,NA,NA,18.111148897,NA
5861260,19.99454,0,0,1,1,200,40,5,1,0,0,0,NA,1,0,0,0,NA,14.365384615,0
5862049,12.49659,0,0,1,1,115.47344111,60,1.92455735183333,1,1,144,24,6,1,1,196,28,7,18.111148897,131.20238574
5863077,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,10.524038462,210.61744114
5864021,9.307692,1,0,1,1,840,84,10,1,1,840,84,10,0,NA,NA,NA,NA,NA,NA
5865091,6.467032,1,0,1,1,208,40,5.2,1,1,314,40,7.85,1,1,517.5,45,11.5,32.644230769,488.83415924
5865101,6.467032,1,1,1,0,0,0,NA,1,1,538.36363636,84,6.40909090904762,1,1,437.5,50,8.75,43.701923077,686.36717317
5865130,12.49659,0,0,1,0,0,0,NA,1,1,310,40,7.75,1,0,0,0,NA,20.432692308,88.581640563
5866061,6.467032,1,1,1,0,0,0,NA,1,1,336.96,48,7.02,0,NA,NA,NA,NA,NA,NA
5867044,12.49659,0,0,1,0,0,0,NA,1,1,774,72,10.75,1,0,0,0,NA,19.286988072,173.90479939
5867086,9.307692,1,0,1,0,0,0,NA,1,0,0,0,NA,1,1,405,70,5.78571428571429,7.7836538462,162.16808305
5867167,9.307692,1,0,1,0,0,0,NA,1,1,272,40,6.8,1,1,260,40,6.5,19.423076923,268.45974039
5868056,12.49659,0,0,1,1,250,84,2.97619047619048,1,1,239.72286374,60,3.99538106233333,1,1,574,58,9.89655172413793,57.25,326.53683394
5868140,9.307692,1,1,1,1,288,48,6,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
5869042,9.307692,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,6.5,51.11084249
