"const","wgt","female","age","haschld","educ","educ.m","educ.f","currjob","mosinjob","yr_work1","earn_yr","white","partnered","evarrst","p_inc","hh_inc","R.educ.m","R.educ.f","R.hh_inc","I.educ.m","I.educ.f","I.hh_inc"
1,8.271786,0,23.58082,0,14,12,9,1,7.25,1,0.796965867946715,0,0,0,1,1,1,1,1,12,9,1
1,12.49659,0,17.66301,0,10,12,12,0,0,0,-0.683781229648494,0,0,1,0,0,1,1,0,12,12,0
1,5.858371,1,22.61096,1,10,10.2228511320933,11.4326624834273,0,3.5,1,-0.416798040839661,0,0,1,0,0,0,0,0,0,0,0
1,8.97228,1,19.80548,1,11,12,12,0,9.25,1,1.37939305966750,0,0,0,0,1,1,1,1,12,12,1
1,8.97228,1,19.70685,0,10,8.59045195042516,9.14042751550137,0,3.5,1,-0.418592885806443,1,0,0,0,1,0,0,1,0,0,1
1,12.49659,0,17.30685,0,9,9,13.4057570994522,0,0,0,-0.683781229648494,0,0,0,0,0,1,0,1,9,0,0
1,8.97228,0,21.05479,0,11,12,12,0,0,0,-0.683781229648494,1,0,1,0,1,1,1,0,12,12,0
1,8.97228,0,19.52877,0,11,12,15.2069550289395,0,0,0,-0.683781229648494,1,0,0,0,1,1,0,1,12,0,1
1,12.49659,0,21.72055,0,12,16,11,0,0,0,-0.683781229648494,0,0,1,0,1,1,1,0,16,11,0
1,8.97228,0,22.37534,1,11,16,12.731111629117,1,2.75,1,-0.375292250982825,1,0,1,0,1,1,0,1,16,0,1
1,11.10808,1,18.56438,0,10,12,16,0,7.25,1,-0.423528709465093,1,0,0,0,1,1,1,1,12,16,1
1,8.97228,0,22.90685,0,12,13,16,0,0.75,1,-0.616474543394166,1,0,1,0,0,1,1,0,13,16,0
1,12.49659,0,18.95617,0,11,11,11.1243562234134,0,0,0,-0.683781229648494,0,0,1,0,1,1,0,0,11,0,0
1,8.97228,0,19.11233,0,11,16,13,0,5.25,1,-0.443496359720544,0,0,0,0,1,1,1,1,16,13,1
1,12.49659,0,16.49041,0,10,9,7,0,0,0,-0.683781229648494,1,0,0,0,1,1,1,0,9,7,0
1,8.97228,1,21.08493,0,12,14,14,1,13,1,1.99143519334018,1,1,0,1,1,1,1,1,14,14,1
1,19.99454,1,21.33699,0,10,12,14,0,6.40036939587158,1,1.2136820810142,1,0,0,1,1,1,1,0,12,14,0
1,8.97228,0,19.06027,0,9,15,12,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,0,15,12,0
1,5.858371,0,20.0137,0,11,10,11,0,10.0550701029684,1,2.44676174603248,0,0,0,1,1,1,1,1,10,11,1
1,11.10808,1,17.37534,1,9,12,12,0,2.75,1,-0.348145220860246,0,0,0,0,0,1,1,1,12,12,0
1,11.10808,0,19.0137,0,10,16,13.1916526224786,0,0,0,-0.683781229648494,0,0,0,0,1,1,0,1,16,0,1
1,8.97228,0,16.04383,0,9,10,12,0,8.75,1,0.297774611560451,0,0,0,0,0,1,1,1,10,12,0
1,8.97228,1,17.56986,0,9,12,11.5420446556713,1,0.25,1,-0.636666549270464,0,0,0,0,0,1,0,1,12,0,0
1,8.97228,0,16.36438,0,8,11,12,0,0.75,1,-0.535706519888973,1,0,0,0,1,1,1,1,11,12,1
1,12.49659,0,16.33699,0,8,13.2698775867292,9.59419333302007,0,0,0,-0.683781229648494,0,0,0,0,1,0,0,0,0,0,0
1,12.49659,0,18.6274,0,10,12,12,0,4,1,-0.0735339409425897,0,0,1,0,1,1,1,1,12,12,1
1,8.97228,1,21.50137,1,11,12,12.6096151833428,0,0,0,-0.683781229648494,0,0,1,0,0,1,0,1,12,0,0
1,5.858371,1,18.45753,0,11,20,16,0,0,0,-0.683781229648494,1,0,0,0,1,1,1,0,20,16,0
1,12.49659,0,17.66027,0,10,10.1168475231100,9,0,0,0,-0.683781229648494,1,0,1,0,0,0,1,1,0,9,0
1,8.97228,0,18.64658,0,10,12,6,0,5.25,1,0.227102590993407,1,0,0,0,1,1,1,1,12,6,1
1,8.97228,0,19.56986,0,12,13.7031502216177,12.0772887961942,0,0,0,-0.683781229648494,0,0,0,0,0,0,0,1,0,0,0
1,8.97228,1,17.94794,0,10,11,12,1,0.5,1,-0.630496769697151,1,0,0,0,1,1,1,0,11,12,0
1,8.97228,0,18.51507,0,9,10.1737545913223,11,0,1.53536745583042,1,-0.199113936540108,1,0,0,0,1,0,1,1,0,11,1
1,8.97228,0,19.66301,0,11,14,12,1,12,1,1.42336676135366,0,0,0,0,1,1,1,1,14,12,1
1,12.49659,0,16.5589,0,9,12,8.46783095250523,0,0,0,-0.683781229648494,0,0,0,0,1,1,0,1,12,0,1
1,11.10808,1,16.10685,0,8,11,15.1464738067058,0,4.75,1,-0.352239710940718,1,0,1,0,0,1,0,0,11,0,0
1,8.97228,0,18.79178,1,9,8.87154757215232,8.17175685050713,0,8.25,1,0.363286452847997,0,0,0,0,0,0,0,0,0,0,0
1,8.97228,0,19.16986,0,12,16,16,0,7.75,1,-0.565545817461725,0,0,0,0,0,1,1,0,16,16,0
1,12.49659,0,19.16986,0,12,16,16,0,9.5,1,-0.502614065813928,0,0,0,0,1,1,1,1,16,16,1
1,11.10808,1,22.36986,1,11.3756051158291,8.23551750564221,12,0,0,0,-0.683781229648494,0,0,0,0,0,0,1,0,0,12,0
1,8.97228,0,16.89589,0,9,7.40802217226587,12,0,5.01752104193028,1,0.333313508997301,1,0,0,0,1,0,1,0,0,12,0
1,11.10808,1,16.68219,1,8,11,12,0,1.25,1,-0.428015821882049,0,0,0,0,0,1,1,0,11,12,0
1,12.49659,0,17.61918,0,9,12,10,0,0,0,-0.683781229648494,1,0,0,0,1,1,1,1,12,10,1
1,8.97228,0,16.03014,0,8,12,12,1,1.75,1,-0.495322508136376,0,0,0,0,1,1,1,1,12,12,1
1,8.97228,0,19.75343,0,10,13,12,1,9.5,1,1.79534838071924,1,0,0,0,0,1,1,0,13,12,0
1,12.49659,0,19.65479,0,12,13.4525977769673,13.1902223061436,0,10,1,2.4401464350357,1,0,0,0,0,0,0,0,0,0,0
1,8.97228,1,21.87945,0,12,16,18,0,5.25,1,0.592353541733558,1,1,1,0,0,1,1,1,16,18,0
1,8.97228,1,16.94794,0,11,12,11,1,7.20094745207061,1,0.634307235470413,1,0,0,0,1,1,1,0,12,11,0
1,8.97228,0,16.12055,0,9,12,11.4943278847450,0,0,0,-0.683781229648494,0,0,0,0,1,1,0,1,12,0,1
1,8.97228,0,18.11781,0,10,12,7.08566237947329,0,0,0,-0.683781229648494,0,0,0,1,1,1,0,0,12,0,0
1,5.858371,1,16.81096,0,9,12,11,1,8.25,1,0.815138673235383,0,0,0,0,1,1,1,0,12,11,0
1,8.97228,0,17.32329,0,10,12,12,0,0,0,-0.683781229648494,0,0,0,0,1,1,1,0,12,12,0
1,19.99454,1,16.9589,0,10,12,10.8925886644435,1,0.25,1,-0.655042676840526,0,0,0,0,0,1,0,0,12,0,0
1,8.97228,1,16.55616,0,10,12,8.41632764824383,1,1,1,-0.619166810844339,0,0,0,0,0,1,0,0,12,0,0
1,12.49659,0,17.12603,0,10,12,7,0,4,1,-0.184365617641383,1,1,0,0,1,1,1,1,12,7,1
1,8.97228,0,17.72603,0,7,11,12,1,13,1,-0.100456615444321,0,0,0,0,1,1,1,0,11,12,0
1,11.10808,0,19,0,11.890167563127,16.0104854867385,10.9111857112926,1,1.54754820210882,1,0.691718813156859,0,0,1,0,1,0,0,0,0,0,0
1,8.97228,0,18.0274,0,12,12,12,1,13,1,1.06619261296403,0,0,0,0,0,1,1,1,12,12,0
1,8.97228,1,17.38356,0,11,12,18,1,13,1,0.875714690864278,0,0,0,0,0,1,1,1,12,18,0
1,19.99454,1,19.80548,0,11,12,11.8351099718066,0,4.15554839795296,1,-0.519991030641526,1,0,0,0,0,1,0,0,12,0,0
1,11.10808,0,23.72329,0,12,12,7.29286256059815,0,4.75,1,0.137360342654304,0,0,1,0,1,1,0,0,12,0,0
1,8.97228,1,16.74795,0,10,12,9.7888660427137,0,0,0,-0.683781229648494,0,0,1,0,1,1,0,1,12,0,1
1,11.10808,1,19.86849,0,12,15,12,1,6.75,1,0.678057388897402,0,0,1,0,1,1,1,1,15,12,1
1,19.99454,1,18.46301,0,11.44130636242,12,12,0,4.48482805960175,1,-0.531909150825378,1,0,0,0,1,1,1,0,12,12,0
1,12.49659,0,16.79452,0,9,7.44905600900102,12.6194909121779,0,0,0,-0.683781229648494,0,0,1,0,1,0,0,0,0,0,0
1,8.97228,1,16.13151,0,8,16.3463863990328,15.6557758780666,0,0,0,-0.683781229648494,0,0,0,0,0,0,0,0,0,0,0
1,12.49659,0,18.87123,0,9,12,15,0,4.25,1,0.135565497687522,0,0,1,0,1,1,1,1,12,15,1
1,8.97228,0,16.9589,0,11,8,12,1,4.45433367553577,1,-0.307109483406409,0,0,0,0,1,1,1,0,8,12,0
1,8.97228,1,17.43014,1,11,16,16,0,0,0,-0.683781229648494,0,0,0,0,1,1,1,1,16,16,1
1,8.97228,1,18.63836,1,10,10,12,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,1,10,12,0
1,8.97228,0,16.15343,0,8,14,12,0,3.75,1,-0.153741075395663,0,0,0,0,0,1,1,1,14,12,0
1,11.10808,0,19.54795,0,10,12,9.14770892422416,1,13,1,3.82576674939146,0,0,0,0,1,1,0,0,12,0,0
1,8.97228,0,16.28767,0,8,12,11,1,2.5,1,-0.453592362658693,1,0,1,0,0,1,1,1,12,11,0
1,8.97228,0,17.19452,0,10,9,10,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,1,9,10,0
1,8.97228,0,22.8137,1,11,16,12,0,9.5,1,0.620622349960376,1,0,0,0,0,1,1,0,16,12,0
1,8.97228,1,18.87945,1,12,12,14.8950707388097,0,0,0,-0.683781229648494,0,0,0,0,0,1,0,1,12,0,0
1,12.49659,0,17.72329,0,8,13,9,0,6.5,1,0.180212266236226,1,0,1,0,1,1,1,1,13,9,1
1,11.10808,1,16.34794,1,9,12.3577218653239,12.6612566090237,0,0,0,-0.683781229648494,0,0,0,0,0,0,0,1,0,0,0
1,12.49659,0,17.07123,0,9,12,12,0,0,0,-0.683781229648494,0,0,0,0,1,1,1,0,12,12,0
1,8.97228,0,17.09315,0,9,10,10,1,5.75,1,0.289249097968236,1,0,0,0,1,1,1,1,10,10,1
1,11.10808,1,20.43836,1,10,11,12,0,7,1,2.42937736523501,0,1,0,0,0,1,1,0,11,12,0
1,8.97228,0,17.68219,0,10,12,12,0,8,1,0.483398615255077,1,0,0,0,0,1,1,0,12,12,0
1,11.10808,0,18.56438,0,12,13,12,1,2.5,1,-0.111674396486709,0,0,0,0,1,1,1,1,13,12,1
1,5.858371,1,18.55616,0,8,10,16,0,0,0,-0.683781229648494,0,0,1,0,0,1,1,0,10,16,0
1,12.49659,0,17.67671,0,10,11,11,1,13,1,1.54765977530332,1,0,0,0,1,1,1,1,11,11,1
1,8.97228,0,19.17534,0,12,20,16,1,13,1,1.24118999722528,0,0,0,0,1,1,1,1,20,16,1
1,8.97228,0,19.84109,0,11,12,12,1,13,1,0.716197844441521,0,0,1,0,1,1,1,0,12,12,0
1,8.97228,0,17.22192,0,9,12,8,0,3.5,1,-0.437663113578502,1,0,1,0,1,1,1,1,12,8,1
1,11.10808,1,17.84109,0,12,2,6,0,9.75,1,0.308319325740296,0,0,0,0,0,1,1,0,2,6,0
1,5.858371,1,21.02192,1,11,14,8.69583807233115,0,0,0,-0.683781229648494,0,0,0,0,1,1,0,0,14,0,0
1,12.49659,0,17.86575,0,9,12,12,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,1,12,12,0
1,8.97228,0,16.06027,0,9,16,14.7394686634763,0,4,1,-0.317632856424951,0,0,0,0,1,1,0,0,16,0,0
1,8.97228,1,16.44384,0,8,8,5.77434042711435,1,12.75,1,-0.110776974003318,1,0,0,0,1,1,0,0,8,0,0
1,8.97228,0,16.22466,0,9,13.4035344502695,17.6579998526426,0,0,0,-0.683781229648494,0,0,0,0,0,0,0,1,0,0,0
1,12.49659,0,18.01644,0,11,9,7,1,2.5,1,-0.261095239971316,0,0,1,0,0,1,1,1,9,7,0
1,8.97228,0,17.35342,0,9,7.96116379926984,8.17589000750611,0,5.25,1,0.256044466082768,0,0,1,0,0,0,0,0,0,0,0
1,8.97228,1,17.08493,0,10,13.9246070699790,17.1318449741400,0,0,0,-0.683781229648494,0,0,1,0,0,0,0,0,0,0,0
1,19.99454,1,18.32055,0,10,11,7,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,1,11,7,0
1,8.97228,0,16,0,7.99820445182245,10.4325875995213,12.0843293999556,0,0,0,-0.683781229648494,0,0,0,0,0,0,0,0,0,0,0
1,11.10808,1,20.43836,0,13,8,16,1,11,1,1.40811057913601,0,0,0,0,1,1,1,1,8,16,1
1,8.97228,1,24.58904,0,9,12,8,0,8.23298694899274,1,1.58731977332374,1,0,1,0,1,1,1,0,12,8,0
1,19.99454,1,19.49315,1,11,12,13,0,1.75,1,-0.350052243637452,0,0,0,0,0,1,1,1,12,13,0
1,8.97228,0,19.53973,0,9,12,11,0,7.80301443165345,1,0.952897424952252,1,0,1,0,1,1,1,1,12,11,1
1,11.10808,1,16.05754,0,8,11.0098113241811,15.7525508551059,0,0,0,-0.683781229648494,0,0,0,0,0,0,0,0,0,0,0
1,12.49659,0,19.07123,0,9,11,12,1,8,1,2.33739156068743,1,0,1,0,1,1,1,1,11,12,1
1,8.97228,0,19.53425,0,10,12,10.7649835881444,0,0,0,-0.683781229648494,1,0,1,0,1,1,0,1,12,0,1
1,11.10808,0,23.81096,0,11,8,3,0,0,0,-0.683781229648494,0,0,0,0,1,1,1,0,8,3,0
1,8.97228,1,17.7726,0,10,9,10.0080019774614,0,0,0,-0.683781229648494,0,0,1,0,0,1,0,0,9,0,0
1,5.858371,1,18.58082,1,9,8,3,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,1,8,3,0
1,12.49659,0,18.17808,0,12,13.0601733649824,14,0,1.75,1,-0.660223889459479,1,0,0,0,1,0,1,1,0,14,1
1,5.858371,1,22.67945,1,13,16,8,1,4.75,1,0.296652833456212,1,0,0,0,0,1,1,1,16,8,0
1,8.97228,0,20.64658,0,12,12,16.3737328283517,1,4,1,-0.245165990891125,1,0,0,0,1,1,0,0,12,0,0
1,5.858371,1,20.34521,1,10,8,8,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,1,8,8,0
1,8.97228,0,17.88493,0,10,12,12,0,1.25,1,-0.683781229648494,0,0,0,0,0,1,1,0,12,12,0
1,11.10808,1,17.57808,0,10,16,15.4328166016752,0,0,0,-0.683781229648494,0,0,0,0,0,1,0,0,16,0,0
1,5.858371,1,17,0,8.03116941194625,11.0874296868232,10.9697626981918,1,7.48091737012558,1,-0.323266488850392,0,0,0,1,1,0,0,0,0,0,0
1,8.97228,1,19.94246,1,12,12,6.19243596067282,0,4.75,1,0.851259928191872,0,0,1,0,0,1,0,1,12,0,0
1,19.99454,1,16.31507,0,8,11,12,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,1,11,12,0
1,8.97228,1,16.29315,0,8,12.0829306274315,11.4087389927998,0,0,0,-0.683781229648494,0,0,0,0,0,0,0,1,0,0,0
1,11.10808,1,17.68493,1,9,7.43658714531285,11.5243014063943,0,7.5,1,0.602898255913403,1,0,1,0,1,0,0,1,0,0,1
1,5.858371,0,18.91781,0,12,9,14.1141432835766,1,6.25,1,-0.0923798130938014,0,0,0,0,1,1,0,1,9,0,1
1,8.97228,1,16.78356,0,10,11,12.6544497452245,1,3.75,1,-0.244885546365065,0,0,0,0,0,1,0,0,11,0,0
1,8.97228,0,16.12603,0,9,12,8,0,0,0,-0.683781229648494,1,0,0,0,1,1,1,1,12,8,1
1,12.49659,0,17.42192,1,9,9,18.7416540666444,1,9,1,0.85440090688374,0,0,0,0,0,1,0,1,9,0,0
1,8.97228,0,16.05206,0,9,6,10.1787262713295,0,0,0,-0.683781229648494,0,0,1,0,0,1,0,0,6,0,0
1,12.49659,0,20.48219,0,13,12,16,1,8.25,1,-0.306190719761716,0,1,0,0,1,1,1,1,12,16,1
1,11.10808,0,16.94794,0,11,12,13.4074171105376,0,0,0,-0.683781229648494,0,0,0,0,0,1,0,1,12,0,0
1,8.97228,0,18.27397,0,11,12,16,0,3.75,1,-0.0107143671052172,0,0,1,0,0,1,1,1,12,16,0
1,8.97228,0,17.1452,0,9,8,8,0,2,1,-0.540193632305928,1,0,1,0,1,1,1,0,8,8,0
1,8.97228,1,17.60274,0,11,11.4390049629044,14.5893382632444,0,0,0,-0.683781229648494,0,0,0,0,0,0,0,1,0,0,0
1,5.858371,0,18.63014,0,11,12,11.5981064217872,1,3,1,-0.138597070988440,0,0,1,0,1,1,0,1,12,0,1
1,8.97228,0,17.45753,0,11,11,12,0,0,0,-0.683781229648494,0,0,1,0,1,1,1,0,11,12,0
1,8.97228,0,21.5863,0,9,12,14.4982174437677,1,13,1,1.41618738148653,0,0,0,0,0,1,0,1,12,0,0
1,8.97228,0,22.97808,1,9,10,12,0,1,1,-0.504296732970287,0,0,1,0,0,1,1,0,10,12,0
1,11.10808,0,17.16438,0,1,13,12,0,0,0,-0.683781229648494,0,0,1,0,1,1,1,1,13,12,1
1,5.858371,0,16.43014,0,8,9.6189214448755,5.70671666888531,0,0,0,-0.683781229648494,0,0,1,0,0,0,0,0,0,0,0
1,11.10808,0,20.51507,1,9,12,12,0,3.25,1,-0.211288292143114,0,0,1,0,0,1,1,1,12,12,0
1,8.97228,0,16.45753,0,9,12,12,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,1,12,12,0
1,8.97228,0,23.96712,0,11,11,12,1,8.25,1,1.31074023968808,1,0,1,0,1,1,1,1,11,12,1
1,8.97228,1,19.76712,0,12,12,16,0,0,0,-0.683781229648494,0,0,0,0,1,1,1,1,12,16,1
1,19.99454,1,17.25753,0,11,12,12,0,0,0,-0.683781229648494,0,0,0,0,1,1,1,1,12,12,1
1,11.10808,1,18.09863,0,10,9,9,0,6,1,0.635429820936328,0,0,0,0,1,1,1,0,9,9,0
1,8.97228,0,17.15891,0,9,11,10.8529866393895,0,0,0,-0.683781229648494,0,0,1,0,1,1,0,1,11,0,1
1,5.858371,1,22.4137,1,3,8,12.4538165833009,0,4.75,1,0.68030094510588,0,0,1,0,0,1,0,1,8,0,0
1,11.10808,1,16.99726,0,10,9.7622012153769,12.0780774904466,0,0,0,-0.683781229648494,0,0,0,0,0,0,0,0,0,0,0
1,8.97228,1,17.45753,1,10,14,11.6472793962613,0,1.75,1,-0.516916736642973,0,0,0,0,0,1,0,0,14,0,0
1,5.858371,1,21.4274,1,11,12,13.5125954253950,0,0,0,-0.683781229648494,0,0,1,0,0,1,0,1,12,0,0
1,8.97228,0,16.17808,0,9,12,12,1,3.5,1,0.070053656399976,0,0,0,0,1,1,1,1,12,12,1
1,12.49659,0,18.14795,0,12,8,15,1,2,1,-0.324812236292080,0,0,0,0,0,1,1,0,8,15,0
1,11.10808,1,18.38082,1,9,9,0,0,2,1,-0.48993797323603,0,0,0,0,0,1,1,1,9,0,0
1,5.858371,1,24.1726,1,12,2,6,0,7.75,1,1.13843512287700,0,1,0,0,1,1,1,0,2,6,0
1,8.97228,1,19.17808,0,12,11,12,1,10,1,0.511585518228365,1,0,0,0,1,1,1,1,11,12,1
1,8.97228,1,19.75068,1,11,12,12,1,6.5,1,0.107745400702399,0,0,0,0,1,1,1,1,12,12,1
1,8.97228,0,20.38904,0,9,7,5.74538789462786,0,8,1,0.572610247098956,1,0,0,0,1,1,0,0,7,0,0
1,8.97228,0,18.10959,0,10,12,12,0,0,0,-0.683781229648494,0,0,0,0,1,1,1,1,12,12,1
1,8.97228,0,16.18356,0,10,12,11.7507732271526,1,13,1,1.06619261296403,0,0,1,0,0,1,0,1,12,0,0
1,19.99454,1,17.81096,0,11,12,11.0677802861032,0,0,0,-0.683781229648494,0,0,0,0,0,1,0,0,12,0,0
1,8.97228,0,20.26301,0,12,13,17,1,2,1,-0.365757137096796,0,0,0,0,0,1,1,1,13,17,0
1,12.49659,0,18.71507,0,10,12,12,1,0.25,1,-0.65994344493342,0,0,0,0,1,1,1,0,12,12,0
1,19.99454,1,16.16712,0,8,12,9,1,2.25,1,-0.481861170885511,0,0,0,0,1,1,1,1,12,9,1
1,8.97228,0,18.75068,0,12,8,10.9978418188733,0,0,0,-0.683781229648494,0,0,0,0,1,1,0,1,8,0,1
1,12.49659,0,17.43562,0,9,12,11.9057138718935,0,0,0,-0.683781229648494,0,0,0,0,0,1,0,1,12,0,0
1,8.97228,1,16.93699,0,9,12,8.98373638952,0,1.25,1,-0.493078951927899,0,0,0,0,1,1,0,1,12,0,1
1,19.99454,1,18.52055,0,9,11,12,0,1.5,1,-0.64421050702147,1,0,0,0,1,1,1,1,11,12,1
1,12.49659,0,20.4137,0,12,13,13,1,13,1,1.52881390315210,1,0,0,0,0,1,1,1,13,13,0
1,8.97228,0,17.40274,0,9,16,12,0,1.25,1,-0.551860124590011,1,0,1,0,0,1,1,0,16,12,0
1,19.99454,1,17.48219,0,9,9,11,1,3.75,1,-0.297721295074713,1,0,0,0,0,1,1,1,9,11,0
1,8.97228,1,19.01644,0,9,2,11,0,2.5,1,-0.343658108443291,1,1,0,0,0,1,1,1,2,11,0
1,12.49659,0,17,0,8.54323827382856,14.7387621068954,14.9347072370862,1,10.6727072267443,1,1.83200917712888,1,0,0,0,1,0,0,0,0,0,0
1,11.10808,1,18.16438,1,9,14.3455913702550,14,0,1.25,1,-0.0948477249231268,1,0,0,0,1,0,1,1,0,14,1
1,19.99454,1,23.36438,0,10,10,13.0740621034436,1,12,1,2.4702100882293,1,1,1,1,1,1,0,1,10,0,1
1,5.858371,0,19.23288,0,12,15,12,0,1,1,-0.547148656552209,1,0,1,0,1,1,1,1,15,12,1
1,8.97228,1,16.4,0,8,16,16.8698233850593,0,0,0,-0.683781229648494,1,0,0,0,0,1,0,0,16,0,0
1,8.97228,0,16.54521,0,9,16,11.9955700851814,0,12.5,1,0.614116036955791,1,0,0,0,1,1,0,1,16,0,1
1,5.858371,0,17.14247,0,11,12,11.4007541315943,0,0,0,-0.683781229648494,1,0,1,1,1,1,0,0,12,0,0
1,11.10808,0,19.12877,0,11,12,11.1878602971954,1,1.75,1,-0.401093147380318,0,0,1,0,1,1,0,1,12,0,1
1,5.858371,1,20.66575,0,12,12,12,1,11.5,1,0.786869865008565,0,0,0,0,1,1,1,1,12,12,1
1,8.97228,0,16.70411,0,9,14,16.6819378374949,0,0,0,-0.683781229648494,0,0,1,0,0,1,0,0,14,0,0
1,11.10808,1,19.26301,0,12,2.60001673115432,0,0,0,0,-0.683781229648494,0,0,0,1,1,0,1,1,0,0,1
1,8.97228,1,19.29315,0,13,13,18.0189378251777,0,0,0,-0.683781229648494,1,0,0,0,0,1,0,0,13,0,0
1,8.97228,0,23.9589,0,10,10,11,0,2.5,1,0.370690188335973,0,0,0,1,1,1,1,1,10,11,1
1,19.99454,1,18.18904,0,12,11,12,1,1,1,-0.531219407472018,0,0,0,0,0,1,1,1,11,12,0
1,8.97228,0,20.59452,0,9,12,10.2680866382672,0,5,1,0.509790673261583,0,0,1,0,0,1,0,1,12,0,0
1,8.97228,0,17.47945,0,10,14,12,0,0,0,-0.683781229648494,0,0,0,0,1,1,1,1,14,12,1
1,5.858371,1,22.93973,1,11,2,4,0,2.5,1,-0.399520222374879,0,0,1,1,0,1,1,0,2,4,0
1,8.97228,0,16.0137,0,9,13,8.93872801089053,0,0,0,-0.683781229648494,1,0,0,0,0,1,0,0,13,0,0
1,12.49659,0,18.18356,0,11,6,0,0,1.5,1,-0.414554484631183,0,0,0,0,1,1,1,1,6,0,1
1,8.97228,0,18.09041,0,10,12,11.2572499939144,0,4.25,1,0.460432436675076,0,0,1,1,1,1,0,1,12,0,1
1,19.99454,1,17,0,9,13.8585911760556,15.4443719530866,1,13,1,1.93999389595255,1,0,1,0,0,0,0,0,0,0,0
1,12.49659,0,19.26849,0,12,12,13.2514913623756,0,0.75,1,-0.586859601442262,0,0,0,0,1,1,0,1,12,0,1
1,8.97228,0,21.15068,0,10,8.9852719052044,10,0,7.25,1,0.491842223593763,0,0,1,0,0,0,1,1,0,10,0
1,8.97228,1,22.49041,0,10,12,12,1,13,1,1.18285753580486,1,1,0,1,1,1,1,1,12,12,1
1,8.97228,0,19.46027,0,11,7,9.63543041845275,1,4.75,1,0.588988207420842,0,0,1,0,1,1,0,1,7,0,1
1,8.97228,1,20.51507,0,11,11,12,0,4.46114281614285,1,0.331761165197041,0,0,0,0,1,1,1,1,11,12,1
1,11.10808,1,16.7589,0,9,12,12,1,1,1,-0.495322508136376,0,0,1,0,1,1,1,1,12,12,1
1,8.97228,0,20.31781,1,11,11.0770408127010,5.74990038054262,0,2.25,1,-0.320325123875124,0,0,0,0,0,0,0,1,0,0,0
1,8.97228,0,17.41918,0,10,12,14.6775485491588,0,0,0,-0.683781229648494,0,0,0,0,1,1,0,0,12,0,0
1,12.49659,0,16.21918,0,8,16,9.59299025142472,0,0,0,-0.683781229648494,0,0,1,0,0,1,0,0,16,0,0
1,8.97228,1,19.76164,0,12,8,12.1128570152971,0,2,1,-0.378657585295542,0,0,0,0,0,1,0,1,8,0,0
1,8.97228,0,18.99178,0,12,12,12,0,10.5,1,0.928886973005197,0,0,0,0,1,1,1,0,12,12,0
1,12.49659,0,18.74247,0,10,10,10,0,3.61217881044796,1,-0.588081874968562,0,0,0,0,0,1,1,1,10,10,0
1,8.97228,1,17.7726,1,9,12,12,0,2.5,1,-0.283979513297787,0,0,0,0,0,1,1,0,12,12,0
1,8.97228,0,16.56438,0,9,11,10,0,7.5,1,0.770043193444984,0,0,0,0,0,1,1,0,11,10,0
1,19.99454,1,17.15068,0,9,12,15.6841468970156,0,2,1,-0.414554484631183,0,0,0,0,0,1,0,1,12,0,0
1,8.97228,1,16.01096,0,8,9,8,0,0,0,-0.683781229648494,1,0,0,0,0,1,1,1,9,8,0
1,8.97228,1,19.03014,0,10,9,9,0,4.25,1,-0.184365617641383,0,0,0,0,1,1,1,1,9,9,1
1,5.858371,0,20.07123,0,11,12,12,1,1.75,1,-0.369683360461631,0,0,0,0,1,1,1,1,12,12,1
1,11.10808,1,16.52603,0,9,14,15.4503202753970,1,2.25,1,-0.380901141504019,0,0,0,0,0,1,0,1,14,0,0
1,5.858371,1,23.3589,1,13,12.6720957770129,12,1,13,1,1.13619156666853,0,0,0,1,1,0,1,1,0,12,1
1,5.858371,1,23.72055,0,11,9,9,1,13,1,0.52011103182058,0,0,0,0,1,1,1,0,9,9,0
1,19.99454,1,19.84109,1,12,12,12,0,0,0,-0.683781229648494,0,1,0,0,1,1,1,0,12,12,0
1,11.10808,1,19.07123,0,12,12.4078949868529,14,0,0,0,-0.683781229648494,0,0,0,0,1,0,1,1,0,14,1
1,8.97228,0,17.12603,0,10,12,12,0,11,1,-0.427118399398658,1,0,0,0,0,1,1,0,12,12,0
1,12.49659,0,16.89589,0,8,11,12,0,11.5,1,0.265691757779222,0,0,0,0,1,1,1,1,11,12,1
1,8.97228,1,19.04383,0,11,9.67610711757458,6,1,2.25,1,-0.403785414830491,1,0,1,0,0,0,1,1,0,6,0
1,8.97228,0,19.00274,1,9,12,12,0,0,0,-0.683781229648494,0,0,1,0,0,1,1,0,12,12,0
1,11.10808,0,24,0,12.7862761802611,9.31024491537996,9.26826721444033,0,4.01729173006555,1,-0.683781229648494,0,0,0,0,1,0,0,0,0,0,0
1,8.97228,1,16.79452,1,9,8,7.63041712109618,0,2,1,-0.63711526051216,0,0,0,0,1,1,0,1,8,0,1
1,8.97228,1,16.01096,0,9,12,9.7441040695822,0,12.5,1,-0.459425608800735,1,0,1,0,0,1,0,1,12,0,0
