"const","wgt","female","age","haschld","educ","educ.m","educ.f","currjob","mosinjob","yr_work1","earn_yr","white","partnered","evarrst","p_inc","hh_inc","R.educ.m","R.educ.f","R.hh_inc","I.educ.m","I.educ.f","I.hh_inc"
1,12.49659,0,20.07945,0,11,8,4.74890174730758,0,3.25,1,-0.275453999705573,1,0,0,0,1,1,0,1,8,0,1
1,9.307692,1,20.28493,1,12,12,7.20403706950316,1,13,1,1.41708480396992,0,0,0,0,1,1,0,1,12,0,1
1,9.307692,1,17.28219,0,10,12,11.5782978327462,0,9,1,1.02244326689871,1,0,1,1,1,1,0,0,12,0,0
1,12.49659,0,20.04931,0,9,0,0,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,0,0,0,0
1,12.49659,0,20.26849,0,12,12,9.30942756336523,1,12.25,1,0.965232583582534,0,0,0,1,1,1,0,0,12,0,0
1,9.307692,0,17.69589,0,8,9.30423729733717,6,0,7.25,1,0.617481371268507,1,0,1,0,1,0,1,0,0,6,0
1,12.49659,0,16.86849,0,9,12,12,0,4.75,1,-0.236191766057215,0,0,0,0,0,1,1,1,12,12,0
1,9.307692,1,17.64931,0,9,5,15,0,1,1,-0.613732114520066,1,0,0,0,0,1,1,0,5,15,0
1,6.467032,1,19.39726,1,10,15.7204179151122,14.9084220825494,1,4.25,1,-0.228339319327543,0,0,0,0,0,0,0,0,0,0,0
1,12.49659,0,17.44658,0,10,9.62340919511467,14.5061518305800,0,2.75,1,0.0713997901250625,0,0,0,0,0,0,0,1,0,0,0
1,6.467032,1,23.27671,0,12,3,13,0,8.25,1,0.241685706348511,0,0,0,0,0,1,1,1,3,13,0
1,12.49659,0,20.15891,0,12,14.1389012351144,12,0,0,0,-0.683781229648494,0,0,0,0,0,0,1,0,0,12,0
1,9.307692,1,17.07123,0,9,17,12,0,3,1,-0.549167857139838,1,0,1,0,0,1,1,1,17,12,0
1,6.467032,1,22.96164,1,11,12,12,0,0,0,-0.683781229648494,0,1,0,0,0,1,1,1,12,12,0
1,9.307692,0,17.14247,0,8,10,14.0736182542204,0,0,0,-0.683781229648494,0,0,1,0,0,1,0,1,10,0,0
1,12.49659,0,18.61918,0,9,12,12,0,1,1,-0.531219407472018,0,0,0,0,0,1,1,1,12,12,0
1,9.307692,0,20.09863,0,11,9,9,0,0,0,-0.683781229648494,0,0,0,0,1,1,1,0,9,9,0
1,12.49659,0,17.48219,0,9,12.5128555357927,12.5945299095987,0,0,0,-0.683781229648494,0,0,0,0,0,0,0,1,0,0,0
1,9.307692,0,18.07123,0,9,13.5846836610472,13.3729626952546,0,0,0,-0.683781229648494,0,0,0,0,1,0,0,0,0,0,0
1,12.49659,1,16.48493,0,8,5,12,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,0,5,12,0
1,9.307692,0,16.16712,0,9,12,12,0,0,0,-0.683781229648494,0,0,1,0,0,1,1,1,12,12,0
1,12.49659,0,17.69589,0,11,16.6474366944108,15.2500768660657,0,6.5,1,0.239890861381729,0,0,1,0,1,0,0,0,0,0,0
1,12.49659,0,20.52055,0,10,12,11.7090958491691,0,0,0,-0.683781229648494,0,0,0,0,1,1,0,1,12,0,1
1,9.307692,1,22.2548,0,12,6,12,0,0.75,1,-0.57177168594025,0,1,0,0,1,1,1,1,6,12,1
1,9.307692,1,16.90685,0,8,9,10,1,7.5,1,-0.555898525765271,1,0,0,0,0,1,1,1,9,10,0
1,12.49659,0,19.36986,1,11,8.95991518735528,12,0,10,1,1.11106373713358,0,0,0,0,1,0,1,0,0,12,0
1,9.307692,1,16.4137,0,9,12,12.7859595662210,0,3.5,1,-0.495322508136376,0,0,0,0,1,1,0,0,12,0,0
1,9.307692,0,17,0,9.89513286812372,11.7571267764885,8.52525655921997,0,5.66825631829018,1,0.699513443661278,0,0,0,0,0,0,0,0,0,0,0
1,12.49659,0,22.37808,1,12,14,14,1,5.75,1,0.55017468501418,0,0,0,1,1,1,1,0,14,14,0
1,12.49659,0,20.30685,0,12,11.0481883043929,12,0,11,1,0.796965867946715,0,0,0,0,1,0,1,0,0,12,0
1,9.307692,0,18.94521,0,9,12,12,0,1,1,-0.490835395719421,0,0,1,0,0,1,1,0,12,12,0
1,9.307692,0,21.65753,0,10,11,11,0,11.5,1,2.83546103896945,0,0,0,0,1,1,1,1,11,11,1
1,9.307692,0,16.21096,0,9,15.1442304265038,14.5642870317914,0,1.25,1,-0.550289635244077,0,0,1,0,0,0,0,0,0,0,0
1,9.307692,0,24.16986,1,11,12.2190173121059,14,0,6.25,1,1.21471603396524,0,0,0,0,1,0,1,0,0,14,0
1,9.307692,0,16.07123,0,9,16,16,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,1,16,16,0
1,12.49659,0,19.15068,0,10,6,6,1,10.25,1,2.36745521388103,0,0,0,0,1,1,1,1,6,6,1
1,9.307692,0,16.1726,0,8,12,12,0,0,0,-0.683781229648494,0,0,0,0,1,1,1,0,12,12,0
1,12.49659,0,17.1452,0,8,10.1631971570016,12,0,0,0,-0.683781229648494,0,0,0,0,0,0,1,0,0,12,0
1,9.307692,0,16.06575,0,8,12,10.1680280745825,0,0,0,-0.683781229648494,0,0,1,0,1,1,0,0,12,0,0
1,9.307692,0,16.03014,0,10,11.78278098824,14.0696048665113,0,9.25,1,0.550847751876723,0,0,0,0,0,0,0,0,0,0,0
1,9.307692,0,23.65206,0,12,12,13.3040435349436,0,4.25,1,0.0992198871101846,1,0,0,1,1,1,0,1,12,0,1
1,12.49659,1,17.75616,0,11,10,10.2089244134933,0,2.5,1,-0.380901141504019,0,0,0,0,1,1,0,1,10,0,1
1,6.467032,0,16.83836,0,10,16,12,0,1.5,1,-0.597965204674226,0,0,1,0,0,1,1,1,16,12,0
1,9.307692,0,18.36712,0,12,12,12,0,2,1,-0.540193632305928,0,0,0,0,0,1,1,0,12,12,0
1,9.307692,0,17.71507,0,8,10,10.3197817344466,0,4,1,0.285435052413824,0,0,1,0,1,1,0,0,10,0,0
1,12.49659,0,22.26575,0,12,12,16,0,4.25,1,1.92502592956925,0,0,0,1,1,1,1,1,12,16,1
1,9.307692,0,16.16712,0,9,7.13282650596788,4,0,0,0,-0.683781229648494,1,0,1,0,0,0,1,0,0,4,0
1,9.307692,1,16.27123,0,6,11,15.2967278853232,0,0,0,-0.683781229648494,0,0,0,0,0,1,0,1,11,0,0
1,19.99454,1,17.07671,0,10,10,12,0,0,0,-0.683781229648494,0,0,1,0,0,1,1,1,10,12,0
1,9.307692,0,16.90959,0,9,12,12,0,1,1,-0.638012682995551,1,0,1,0,1,1,1,1,12,12,1
1,9.307692,1,18.03836,0,9,14.8297875474540,17.7350620566389,0,0,0,-0.683781229648494,0,0,0,0,1,0,0,0,0,0,0
1,6.467032,1,19.55342,0,12,11,11,0,3.75,1,-0.0443677102323810,0,0,0,0,1,1,1,1,11,11,1
1,9.307692,1,16.67397,0,9,16,16,0,0,0,-0.683781229648494,1,0,0,0,1,1,1,1,16,16,1
1,12.49659,0,21.13151,1,12,9,12,1,10.75,1,2.06681868194503,1,1,1,1,1,1,1,1,9,12,1
1,9.307692,0,20.33973,0,11,12,11,0,9.5,1,0.79135697742552,0,0,0,0,1,1,1,1,12,11,1
1,12.49659,0,17.18904,1,9,9,11,0,4.75,1,0.632064486623612,0,0,1,0,1,1,1,1,9,11,1
1,6.467032,1,24.82192,1,13,12,12,0,7.75,1,-0.0353934853984707,1,1,1,0,0,1,1,1,12,12,0
1,6.467032,0,21.55069,0,13,15,19,1,8.75,1,-0.149814852030828,1,0,0,0,1,1,1,1,15,19,1
1,9.307692,1,20.83836,0,12,15,15,0,2.75,1,-0.190198863783424,0,0,0,0,0,1,1,0,15,15,0
1,9.307692,0,18.08493,0,11,12,11,0,5,1,-0.192442419991902,1,0,0,0,1,1,1,0,12,11,0
1,9.307692,0,21.4137,0,11,12,18,1,13,1,1.97869364200116,1,0,1,0,0,1,1,1,12,18,0
1,12.49659,0,22.16712,1,12,0,0,0,7.5,1,1.86175764449018,0,1,0,1,1,1,1,1,0,0,1
1,9.307692,0,19.39726,0,11,12.3826829311947,12.1763560490675,0,11.75,1,2.06707762650151,1,0,1,1,1,0,0,1,0,0,1
1,12.49659,0,16.64384,0,10,12,15.9028518322601,0,0,0,-0.683781229648494,1,0,0,0,0,1,0,1,12,0,0
1,12.49659,0,18.32877,0,10,10.9040998070927,13,1,13,1,2.03226791633447,0,0,1,0,0,0,1,1,0,13,0
1,6.467032,1,18.20822,0,8,11,16,0,5.5,1,0.0565923191491104,1,0,0,0,1,1,1,0,11,16,0
1,9.307692,0,16.66849,0,9,12,11.4450847884381,0,0,0,-0.683781229648494,1,0,0,0,0,1,0,0,12,0,0
1,19.99454,1,21.4,0,11,20,20,0,9.75,1,2.92251101985838,1,1,0,1,1,1,1,1,20,20,1
1,9.307692,0,17.23836,0,10,12,14,0,3.5,1,-0.244044212786886,1,0,1,0,1,1,1,1,12,14,1
1,12.49659,0,18.30137,0,9,10,12,0,3.75,1,-0.0241757043560827,1,0,1,0,1,1,1,1,10,12,1
1,9.307692,0,19.86849,1,10,11,11,0,0,0,-0.683781229648494,0,0,0,0,1,1,1,1,11,11,1
1,9.307692,1,19.2,0,12,16,12,0,2.75,1,-0.497846508870914,0,0,0,0,1,1,1,1,16,12,1
1,6.467032,0,22.02192,0,12,11,12,1,4.5,1,0.262999490329049,1,1,0,0,1,1,1,1,11,12,1
1,12.49659,0,17.56164,0,10,13.0277092476623,12,1,9,1,2.83725588393623,0,0,0,0,1,0,1,0,0,12,0
1,12.49659,0,17.15343,0,9,11,15.9224644966368,0,5,1,0.572610247098956,0,0,1,0,1,1,0,0,11,0,0
1,9.307692,0,19,0,11.1816651667872,12.0482630030486,10.0259505827232,0,6.82277433112053,1,1.19431167562650,0,0,0,0,0,0,0,0,0,0,0
1,9.307692,0,16.37534,0,9,8.09793515303253,16.5715316849123,0,0,0,-0.683781229648494,0,0,1,0,1,0,0,0,0,0,0
1,12.49659,0,23.60548,0,10,7.18966669906631,5.03152778872855,0,5.5,1,0.962989027374056,0,0,1,0,0,0,0,0,0,0,0
1,19.99454,1,23.83014,1,8,11,12.7582422951127,0,2.25,1,-0.353978467002288,0,0,0,1,1,1,0,1,11,0,1
1,12.49659,0,21.51507,0,12,12,12,0,10,1,0.877733891451908,0,0,0,1,1,1,1,1,12,12,1
1,9.307692,0,17.32055,0,11,15.4971424100933,15,0,0.75,1,-0.583494267129545,1,0,0,0,1,0,1,0,0,15,0
1,9.307692,1,22.65206,0,12,12,12,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,1,12,12,0
1,12.49659,1,20.98904,0,11,12,10.9111668248912,0,1.75,1,-0.460098675663278,0,0,0,0,0,1,0,1,12,0,0
1,9.307692,1,19.11507,0,11,9.00431950641446,8.56661949686789,1,11.25,1,-0.044679017996299,0,0,0,0,1,0,0,0,0,0,0
1,12.49659,0,17.12877,0,9,15,12.3181501139133,0,0,0,-0.683781229648494,0,0,0,0,0,1,0,1,15,0,0
1,6.467032,1,20.98082,0,12,12.1599911939195,13.8022329905221,1,7.25,1,0.654738194814261,0,0,0,0,1,0,0,0,0,0,0
1,9.307692,1,16.07945,0,8,9,9,0,0,0,-0.683781229648494,1,0,0,0,1,1,1,1,9,9,1
1,9.307692,1,16.40822,0,9,16,14.3077159015586,0,1.5,1,-0.549167857139838,0,0,0,0,1,1,0,1,16,0,1
1,9.307692,1,20.98356,0,11,11,12,0,9.5,1,0.79247875552976,1,0,1,0,1,1,1,1,11,12,1
1,9.307692,0,19.81096,0,12,12,12,0,3.75,1,-0.0321403288961782,1,0,0,0,1,1,1,1,12,12,1
1,6.467032,0,18.68767,0,10,12,12,0,10.5,1,1.20080598547268,0,0,0,0,1,1,1,1,12,12,1
1,9.307692,0,16.13973,0,9,11,10,0,0.5,1,-0.569359863016137,0,0,0,0,1,1,1,1,11,10,1
1,6.467032,0,20.81644,1,12,10,16,0,9.5,1,0.701614729086417,0,1,0,1,1,1,1,1,10,16,1
1,12.49659,0,20.60822,0,9,13.0749808544939,7.25395217386049,0,0,0,-0.683781229648494,1,0,0,0,0,0,0,1,0,0,0
1,12.49659,0,18.09589,0,10,12,8.08672693308288,1,11.75,1,0.648891158187194,0,0,0,0,0,1,0,0,12,0,0
1,9.307692,0,15.09589,0,7,12,12.2721196104931,1,1,1,-0.661345667563718,0,0,0,0,1,1,0,1,12,0,1
1,12.49659,0,23.45479,0,11,12,12.5822383999761,0,0,0,-0.683781229648494,0,0,0,0,1,1,0,0,12,0,0
1,9.307692,0,17.89041,0,10,15,12,0,0,0,-0.683781229648494,0,0,0,0,1,1,1,0,15,12,0
1,12.49659,0,23.90411,1,12,12,7,0,4.25,1,0.285435052413824,0,1,0,0,0,1,1,1,12,7,0
1,9.307692,1,23.59178,0,12,14.3223810285018,9.17924255696396,0,0,0,-0.683781229648494,1,0,0,0,0,0,0,1,0,0,0
1,9.307692,0,18.67945,0,11,12,12,0,1.5,1,-0.45493849638378,0,0,0,0,1,1,1,1,12,12,1
1,9.307692,0,17.05479,0,10,14,14,0,2.75,1,-0.145327739613872,1,0,1,0,1,1,1,1,14,14,1
1,9.307692,0,19.12877,1,10,11,11,0,0,0,-0.683781229648494,0,1,1,1,0,1,1,1,11,11,0
1,12.49659,0,19.50685,0,12,11,12,0,2.75,1,-0.0174450357306500,1,0,0,0,1,1,1,1,11,12,1
1,12.49659,0,17.15068,0,10,12,14,1,13,1,1.24118999722528,1,0,1,0,1,1,1,1,12,14,1
1,12.49659,0,19.76986,0,12,16,16,0,3.5,1,-0.0286628167730379,0,0,1,0,1,1,1,0,16,16,0
1,9.307692,0,20.28767,0,9,11,11,0,7.75,1,0.646647601978716,1,0,1,0,0,1,1,1,11,11,0
1,9.307692,0,18.36712,0,10,12,7.64556876220154,0,0,0,-0.683781229648494,0,0,1,0,0,1,0,1,12,0,0
1,19.99454,1,19,0,9.92099947287788,10.1451672599577,15.3346145703318,0,3.2063228262904,1,-0.185663750899169,1,0,0,0,1,0,0,0,0,0,0
1,9.307692,0,19.42466,0,11,8,10,0,3,1,0.170901507971044,0,0,0,0,1,1,1,1,8,10,1
1,9.307692,0,16.10137,0,8,14,8,1,1,1,-0.449553961483433,1,0,0,0,1,1,1,0,14,8,0
1,9.307692,1,24.59452,1,12,13.2573656060554,13.8481856623029,1,0.25,1,-0.677050561023061,0,1,0,0,0,0,0,1,0,0,0
1,19.99454,1,17.10959,0,9,10.4833737390313,9.6511758190949,0,7.75,1,0.297963155070639,1,0,0,0,1,0,0,1,0,0,1
1,6.467032,1,19.11507,0,11,11.0851544726464,13.0918980840621,0,0,0,-0.683781229648494,0,0,0,0,1,0,0,0,0,0,0
1,12.49659,0,19.87945,1,11,12,12,1,11,1,1.82586074515454,0,0,0,1,1,1,1,1,12,12,1
1,6.467032,1,24.15343,1,12,9,14,1,11.25,1,2.87988345189731,0,0,0,1,1,1,1,1,9,14,1
1,9.307692,0,21.09589,0,11,12,12,0,10.25,1,0.986770723183918,0,0,0,0,1,1,1,1,12,12,1
1,12.49659,1,16.90959,0,7,5.76746633917805,7.40141438664862,0,0,0,-0.683781229648494,0,0,1,0,1,0,0,0,0,0,0
1,9.307692,0,19.87945,0,12,12,12,1,2.25,1,-0.583494267129545,0,0,1,0,0,1,1,1,12,12,0
1,9.307692,0,17.73699,0,10,12,12,0,6.5,1,0.232038414652058,0,0,0,0,0,1,1,0,12,12,0
1,9.307692,1,16.33425,0,9,12,9.58804960500635,0,0,0,-0.683781229648494,0,0,0,0,0,1,0,0,12,0,0
1,9.307692,0,22.9589,0,11,11.8212494717103,14.1389911527163,0,6,1,0.53312365782975,0,0,0,0,0,0,0,1,0,0,0
1,19.99454,1,18.62466,0,9,12,8.52662618740413,0,3,1,-0.13455866981318,0,0,0,0,0,1,0,0,12,0,0
1,9.307692,0,19.49041,0,9,12,11,0,8.25,1,-0.184029084210111,0,0,0,0,1,1,1,1,12,11,1
1,12.49659,0,17.04931,0,10,12,16,0,0,0,-0.683781229648494,0,0,0,0,1,1,1,1,12,16,1
1,12.49659,0,17.04931,1,9,12,12,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,1,12,12,0
1,9.307692,0,16.03014,0,7,12,12,0,0,0,-0.683781229648494,0,0,1,0,1,1,1,1,12,12,1
1,9.307692,0,16.01918,0,9,12,12,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,0,12,12,0
1,12.49659,0,18.19452,0,9,13.7241551127368,12,0,3.25,1,-0.267706936159946,1,0,0,0,1,0,1,0,0,12,0
1,19.99454,1,16.77808,0,8,9,10,0,1.25,1,-0.459163952088962,1,0,0,0,0,1,1,0,9,10,0
1,9.307692,0,19.33973,0,10,12,9.03474663227988,0,1.5,1,-0.468399833634645,1,0,0,0,0,1,0,1,12,0,0
1,9.307692,0,18.3726,0,10,12.6080215524147,10.8046446025091,0,5.5,1,-0.0125092120719993,1,0,0,0,0,0,0,1,0,0,0
1,9.307692,1,16.18904,0,9,8,8.70931778974276,0,0,0,-0.683781229648494,0,0,0,0,0,1,0,0,8,0,0
1,12.49659,1,21.61918,1,10,14.1391356330123,12,0,4,1,-0.138597070988440,0,0,0,0,1,0,1,1,0,12,1
1,9.307692,1,19.14795,0,9,10,12,0,0,0,-0.683781229648494,0,0,1,0,0,1,1,1,10,12,0
1,12.49659,0,18.99726,0,9,12,12,1,4.25,1,-0.37080513856587,0,0,1,0,1,1,1,1,12,12,1
1,6.467032,1,16.17808,1,9,14,13,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,1,14,13,0
1,12.49659,0,18.22466,0,11,16,16,0,8.25,1,0.50911760639904,0,1,1,1,1,1,1,1,16,16,1
1,9.307692,0,16.49315,0,10,11.3152597719261,12.3146181167282,0,0,0,-0.683781229648494,0,0,0,0,0,0,0,1,0,0,0
1,12.49659,1,17.56986,0,11,12,12,0,3.75,1,-0.230863320062081,0,0,0,0,0,1,1,1,12,12,0
1,9.307692,0,17.25753,0,8,12,2,0,0,0,-0.683781229648494,0,0,1,0,1,1,1,1,12,2,1
1,6.467032,1,23.24932,1,9,4,7,0,8.5,1,1.14135174594802,0,0,0,1,1,1,1,1,4,7,1
1,6.467032,1,19.08767,1,10,15.7973871727198,14.2568349165106,0,0.5,1,-0.526732295055062,0,0,0,0,0,0,0,1,0,0,0
1,12.49659,0,18.11507,0,10,13.1708801523471,15.1950256108651,0,0,0,-0.683781229648494,0,0,0,0,0,0,0,0,0,0,0
1,19.99454,1,16.46849,0,10,12,12,0,0,0,-0.683781229648494,0,0,1,0,0,1,1,1,12,12,0
1,9.307692,0,17.8,0,9,12,12,0,0,0,-0.683781229648494,0,0,1,0,0,1,1,1,12,12,0
1,6.467032,0,22.94246,1,12,11,11,1,13,1,1.28471498766974,0,1,1,0,0,1,1,1,11,11,0
1,9.307692,1,21.63562,0,9,7.7603110133307,10.4775197762010,0,2,1,-0.315838011458169,0,0,0,0,0,0,0,1,0,0,0
1,9.307692,0,22.47945,1,11,16,12,0,11.75,1,2.6905273079018,0,0,0,0,1,1,1,1,16,12,1
1,12.49659,0,20.01918,0,11,10.3764035143869,11.6994538891964,0,12,1,0.594769262251399,0,0,0,0,1,0,0,0,0,0,0
1,9.307692,0,17.75616,0,9,12,16,0,1.5,1,-0.465707566184472,0,0,1,0,0,1,1,0,12,16,0
1,12.49659,0,18.49041,0,10,14,12,0,0,0,-0.683781229648494,0,0,1,0,0,1,1,0,14,12,0
1,9.307692,1,22.67397,0,13,12,14,0,2.75,1,-0.319427701391733,1,0,0,0,1,1,1,1,12,14,1
1,9.307692,1,18.32877,0,11,9,13.3392816847860,1,13,1,-0.0690468285256345,0,0,0,0,1,1,0,1,9,0,1
1,9.307692,0,16.6411,0,8,14,12.5295393892026,0,0,0,-0.683781229648494,0,0,0,0,1,1,0,1,14,0,1
1,9.307692,0,19.34794,0,10,15,12,0,11.25,1,1.78906642333550,1,0,0,1,1,1,1,1,15,12,1
1,19.99454,1,17.65753,0,8,12,8,0,5,1,0.187055112672082,0,0,0,0,0,1,1,1,12,8,0
1,12.49659,0,20.90959,0,10,10,12,0,8,1,0.913630790787549,1,0,1,0,1,1,1,1,10,12,1
1,9.307692,1,17.21644,0,9,14,12.7779469013940,0,6,1,0.231589703410362,0,0,1,0,1,1,0,1,14,0,1
1,9.307692,1,16.11781,0,10,13,13.6470308595662,0,0,0,-0.683781229648494,0,0,1,0,1,1,0,1,13,0,1
1,9.307692,0,16.8137,0,7,12,14,0,1.25,1,-0.512149179699958,1,0,0,0,1,1,1,0,12,14,0
1,9.307692,1,23.08493,0,0,6,5,0,3.25,1,0.078354814371343,0,0,0,0,1,1,1,1,6,5,1
1,9.307692,0,19.39726,0,12,12,12,0,9.25,1,1.02132148879447,0,0,0,0,1,1,1,0,12,12,0
1,12.49659,0,17.1452,0,10,16,12,0,2,1,-0.604639784394447,1,0,0,0,1,1,1,0,16,12,0
1,12.49659,0,16.37534,0,8,12,10.8659028909532,0,0,0,-0.683781229648494,0,0,0,0,1,1,0,1,12,0,1
1,9.307692,0,16.97534,0,9,12,12,0,3.5,1,-0.243819857166039,0,0,1,0,1,1,1,0,12,12,0
1,12.49659,0,16.82192,0,10,12.0231511670627,15.8567164824287,1,6,1,-0.312248321524605,0,0,0,0,0,0,0,0,0,0,0
1,9.307692,0,17.11233,0,7,12,11,0,0.5,1,-0.646762552208613,0,0,0,0,1,1,1,1,12,11,1
1,9.307692,1,23.27397,0,12,8,8,0,0,0,-0.683781229648494,0,0,0,0,1,1,1,1,8,8,1
1,9.307692,0,24.64658,0,7,9.68121671708813,11,0,11,1,1.88284707284987,0,0,0,0,1,0,1,0,0,11,0
1,9.307692,0,16.40548,0,8,9,12,0,0,0,-0.683781229648494,1,0,0,0,0,1,1,0,9,12,0
1,9.307692,1,17.08219,0,10,12,12,1,2.5,1,-0.126033156220965,0,0,0,0,1,1,1,0,12,12,0
1,9.307692,1,17.70685,0,9,12,12,1,13,1,0.908694967128898,0,0,0,0,1,1,1,0,12,12,0
1,9.307692,0,20.75343,0,12,16,15.6794242115693,0,7,1,0.209041963515163,0,0,0,0,1,1,0,1,16,0,1
1,9.307692,1,18.30959,1,11,12.7481759038220,12.0137985351285,0,0,0,-0.683781229648494,0,0,0,0,0,0,0,1,0,0,0
1,9.307692,0,16.08219,0,8,9,10.9980404065362,0,0,0,-0.683781229648494,0,0,1,0,0,1,0,1,9,0,0
1,12.49659,0,20.79452,1,9,9.26283063092215,1,0,1.75,1,-0.487470061406705,0,0,1,0,0,0,1,1,0,1,0
1,9.307692,0,16.15068,0,9,12,12.0554300673008,0,0,0,-0.683781229648494,0,0,0,0,0,1,0,0,12,0,0
1,9.307692,1,21.42192,0,11,5,3.94803763906428,0,0,0,-0.683781229648494,0,0,0,0,1,1,0,0,5,0,0
1,19.99454,1,24.30137,1,10,8,9,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,1,8,9,0
1,9.307692,0,23.49315,0,13,14,12,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,1,14,12,0
1,9.307692,1,16.32055,0,10,11.1479183795970,10.4435669475943,0,0,0,-0.683781229648494,0,0,0,0,1,0,0,0,0,0,0
1,9.307692,0,17.24657,0,9,17,12,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,0,17,12,0
1,9.307692,1,16.11781,0,8,7,12,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,0,7,12,0
1,9.307692,0,16.72055,0,9,12,12,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,0,12,12,0
1,12.49659,0,16.37534,0,8,16,12,0,0,0,-0.683781229648494,1,0,0,0,0,1,1,1,16,12,0
1,19.99454,1,20.49863,0,11,12,12,0,0.5,1,-0.638910105478942,1,0,0,0,0,1,1,1,12,12,0
1,9.307692,1,18.33151,0,11,7.41902644050616,9,0,5,1,-0.347247798376855,0,0,0,0,1,0,1,0,0,9,0
1,9.307692,0,18.23836,0,10,12,12,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,1,12,12,0
1,9.307692,0,23,0,12.1698052868064,12.0213409349203,5.6798961393793,0,4.15380847983039,1,-0.683781229648494,0,0,1,0,0,0,0,0,0,0,0
1,12.49659,0,20.28767,0,11,16,14.5567576518752,0,8.5,1,2.27277714188327,0,0,0,0,0,1,0,1,16,0,0
1,12.49659,0,17.9589,0,10,11,12,0,4.45756036225485,1,0.197670145717473,0,0,1,0,0,1,1,0,11,12,0
1,9.307692,1,18.50411,0,12,12,12,1,13,1,-0.386285676404365,0,0,0,0,0,1,1,1,12,12,0
1,9.307692,0,17.53425,0,10,14,12,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,0,14,12,0
1,9.307692,0,18.51781,0,9,11.0568373592410,11,0,9,1,2.70847575756962,1,0,1,0,1,0,1,1,0,11,1
1,9.307692,1,17.60548,0,10,8,13.4045166272009,1,12.5,1,1.61272290534917,0,1,0,0,1,1,0,1,8,0,1
1,19.99454,1,16.22466,0,8,10,12,1,3,1,-0.589551868892435,1,0,0,0,0,1,1,1,10,12,0
1,6.467032,0,22.50959,0,15,15,15,1,5,1,0.206349696064989,0,0,0,0,1,1,1,0,15,15,0
1,12.49659,0,18.36712,0,9,12,6,0,1.75,1,-0.310004765316127,0,0,0,0,0,1,1,1,12,6,0
1,9.307692,0,19.91233,0,11,12,14,1,5.25,1,0.70632619712422,0,0,1,0,1,1,1,0,12,14,0
1,12.49659,0,16.12055,0,8,8,12,0,0,0,-0.683781229648494,1,0,0,0,0,1,1,0,8,12,0
1,9.307692,1,15.95068,0,8,12,12,0,0,0,-0.683781229648494,0,0,0,0,1,1,1,1,12,12,1
1,19.99454,1,16.69589,0,9,11,11,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,0,11,11,0
1,9.307692,1,17.09863,0,10,12.7917989354454,9.6425516679269,1,13,1,-0.235069987952976,0,0,0,0,1,0,0,1,0,0,1
1,9.307692,0,24.59452,0,11,3.26681021134594,3.14079285487229,0,6.36008259524766,1,0.292570807552741,0,0,1,0,0,0,0,1,0,0,0
1,9.307692,0,16.59178,0,8,12,10,0,0,0,-0.683781229648494,0,0,0,0,0,1,1,0,12,10,0
1,9.307692,0,17.29041,0,10,14.5744950034,17.3501466591134,0,2,1,-0.662243090047109,0,0,0,0,1,0,0,0,0,0,0
1,12.49659,0,17.43562,0,9,10,7.73835728638586,0,0,0,-0.683781229648494,0,0,1,0,1,1,0,0,10,0,0
1,12.49659,0,17.4274,0,11,10,12,0,0,0,-0.683781229648494,1,0,0,0,0,1,1,0,10,12,0
1,9.307692,0,23.28219,0,11,12,10,0,0,0,-0.683781229648494,1,0,0,0,1,1,1,0,12,10,0
1,9.307692,1,16.54247,0,10,12,12,0,2.25,1,-0.443496359720544,0,0,1,0,1,1,1,1,12,12,1
1,6.467032,0,19.38356,0,12,12,12.1850169923852,0,7.5,1,4.48806454213404,0,0,1,0,1,1,0,1,12,0,1
1,12.49659,0,16.2137,0,8,10,12,0,0,0,-0.683781229648494,0,0,1,0,0,1,1,1,10,12,0
1,9.307692,0,19.43288,0,12,12,12,1,8.75,1,0.344216225075937,0,0,0,0,1,1,1,1,12,12,1
1,9.307692,1,16.47945,0,10,12,16,1,2.75,1,-0.383256875522921,0,0,0,0,0,1,1,0,12,16,0
1,12.49659,0,20.03562,0,9,6,9.4212397767954,0,3.5,1,-0.432502934299004,1,0,0,0,0,1,0,1,6,0,0
1,9.307692,1,16.15616,0,8,12,12,1,1.25,1,-0.567116306807659,0,0,0,0,1,1,1,1,12,12,1
1,9.307692,0,18.52329,0,9,11,13.3669026631052,0,2,1,-0.360709135627721,0,0,1,1,0,1,0,1,11,0,0
1,19.99454,1,21.9726,0,12,16,16,1,13,1,2.49354307279747,0,0,0,0,0,1,1,1,16,16,0
